pref	genome	S_alg	k	d	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
spneumoniae-pangenome.S_local.k_23.d_1	spneumoniae-pangenome	local	23	1	10.45	0.17	8.13	79%	141124	0	0	10.458598
spneumoniae-pangenome.S_local.k_23.d_2	spneumoniae-pangenome	local	23	2	11.09	0.11	9.43	86%	141124	0	0	11.102678
spneumoniae-pangenome.S_local.k_23.d_3	spneumoniae-pangenome	local	23	3	9.86	0.08	7.76	79%	141124	0	0	9.866555
spneumoniae-pangenome.S_local.k_23.d_4	spneumoniae-pangenome	local	23	4	15.07	0.23	14.17	95%	141124	0	0	15.078939
spneumoniae-pangenome.S_local.k_23.d_5	spneumoniae-pangenome	local	23	5	30.47	0.14	29.79	98%	141124	0	0	30.474607
spneumoniae-pangenome.S_global.k_31.d_na	spneumoniae-pangenome	global	31	na	38.76	0.37	33.22	86%	446132	0	0	38.767511
spneumoniae-pangenome.S_local.k_31.d_1	spneumoniae-pangenome	local	31	1	11.84	0.15	8.77	75%	141124	0	0	11.848458
spneumoniae-pangenome.S_local.k_31.d_2	spneumoniae-pangenome	local	31	2	12.80	0.19	8.41	67%	141124	0	0	12.805988
spneumoniae-pangenome.S_local.k_31.d_3	spneumoniae-pangenome	local	31	3	10.88	0.14	8.83	82%	141124	0	0	10.884538
spneumoniae-pangenome.S_local.k_31.d_4	spneumoniae-pangenome	local	31	4	13.91	0.14	12.87	93%	141124	0	0	13.916628
spneumoniae-pangenome.S_local.k_31.d_5	spneumoniae-pangenome	local	31	5	35.79	0.21	34.27	96%	141124	0	0	35.798066
streptococcus_pneumoniae-large.S_global.k_8.d_na	streptococcus_pneumoniae-large	global	8	na	5.59	0.06	5.02	91%	5424	0	0	5.594747
streptococcus_pneumoniae-large.S_local.k_8.d_1	streptococcus_pneumoniae-large	local	8	1	6.36	0.08	6.01	95%	4784	0	0	6.373751
streptococcus_pneumoniae-large.S_local.k_8.d_2	streptococcus_pneumoniae-large	local	8	2	5.95	0.12	5.46	93%	4916	0	0	5.956003
streptococcus_pneumoniae-large.S_local.k_8.d_3	streptococcus_pneumoniae-large	local	8	3	6.91	0.10	6.69	98%	5328	0	0	6.916304
streptococcus_pneumoniae-large.S_local.k_8.d_4	streptococcus_pneumoniae-large	local	8	4	6.54	0.11	6.24	97%	5648	0	0	6.545511
streptococcus_pneumoniae-large.S_local.k_8.d_5	streptococcus_pneumoniae-large	local	8	5	6.10	0.08	5.86	97%	5760	0	0	6.1122
streptococcus_pneumoniae-large.S_global.k_9.d_na	streptococcus_pneumoniae-large	global	9	na	6.33	0.14	5.94	96%	9672	0	0	6.34179
streptococcus_pneumoniae-large.S_local.k_9.d_1	streptococcus_pneumoniae-large	local	9	1	7.50	0.12	7.00	94%	6436	0	0	7.511543
streptococcus_pneumoniae-large.S_local.k_9.d_2	streptococcus_pneumoniae-large	local	9	2	5.97	0.11	5.55	94%	6588	0	0	5.978952
streptococcus_pneumoniae-large.S_local.k_9.d_3	streptococcus_pneumoniae-large	local	9	3	7.67	0.16	7.30	97%	9124	0	0	7.679764
streptococcus_pneumoniae-large.S_local.k_9.d_4	streptococcus_pneumoniae-large	local	9	4	6.77	0.11	6.17	92%	8388	0	0	6.774649
streptococcus_pneumoniae-large.S_local.k_9.d_5	streptococcus_pneumoniae-large	local	9	5	7.19	0.11	6.93	97%	10488	0	0	7.198201
streptococcus_pneumoniae-large.S_global.k_10.d_na	streptococcus_pneumoniae-large	global	10	na	11.82	0.15	11.28	96%	27980	0	0	11.828428
streptococcus_pneumoniae-large.S_local.k_10.d_1	streptococcus_pneumoniae-large	local	10	1	11.12	0.12	10.72	97%	13212	0	0	11.127209
streptococcus_pneumoniae-large.S_local.k_10.d_2	streptococcus_pneumoniae-large	local	10	2	9.37	0.08	8.99	96%	13176	0	0	9.377307
streptococcus_pneumoniae-large.S_local.k_10.d_3	streptococcus_pneumoniae-large	local	10	3	9.96	0.14	9.58	97%	15288	0	0	9.967661
streptococcus_pneumoniae-large.S_local.k_10.d_4	streptococcus_pneumoniae-large	local	10	4	11.39	0.15	10.82	96%	21880	0	0	11.397976
streptococcus_pneumoniae-large.S_local.k_10.d_5	streptococcus_pneumoniae-large	local	10	5	9.18	0.13	8.64	95%	25432	0	0	9.187508
streptococcus_pneumoniae-large.S_global.k_11.d_na	streptococcus_pneumoniae-large	global	11	na	20.80	0.23	19.22	93%	101036	0	0	20.812403
streptococcus_pneumoniae-large.S_local.k_11.d_1	streptococcus_pneumoniae-large	local	11	1	20.43	0.13	19.21	94%	38472	0	0	20.44173
streptococcus_pneumoniae-large.S_local.k_11.d_2	streptococcus_pneumoniae-large	local	11	2	16.29	0.14	15.14	93%	42996	0	0	16.293791
streptococcus_pneumoniae-large.S_local.k_11.d_3	streptococcus_pneumoniae-large	local	11	3	14.10	0.17	12.80	92%	59628	0	0	14.10453
streptococcus_pneumoniae-large.S_local.k_11.d_4	streptococcus_pneumoniae-large	local	11	4	16.76	0.14	14.95	90%	78824	0	0	16.773309
streptococcus_pneumoniae-large.S_local.k_11.d_5	streptococcus_pneumoniae-large	local	11	5	19.00	0.20	16.99	90%	96836	0	0	19.006836
streptococcus_pneumoniae-large.S_global.k_12.d_na	streptococcus_pneumoniae-large	global	12	na	33.42	0.26	29.23	88%	366184	0	0	33.428815
streptococcus_pneumoniae-large.S_local.k_12.d_1	streptococcus_pneumoniae-large	local	12	1	30.79	0.34	27.48	90%	141124	0	0	30.801351
streptococcus_pneumoniae-large.S_local.k_12.d_2	streptococcus_pneumoniae-large	local	12	2	28.91	0.18	24.06	83%	142028	0	0	28.921217
streptococcus_pneumoniae-large.S_local.k_12.d_3	streptococcus_pneumoniae-large	local	12	3	27.62	0.22	23.30	85%	173812	0	0	27.625957
streptococcus_pneumoniae-large.S_local.k_12.d_4	streptococcus_pneumoniae-large	local	12	4	26.64	0.34	21.44	81%	207252	0	0	26.648901
streptococcus_pneumoniae-large.S_local.k_12.d_5	streptococcus_pneumoniae-large	local	12	5	27.24	0.26	20.70	76%	327236	0	0	27.246736
streptococcus_pneumoniae-large.S_global.k_13.d_na	streptococcus_pneumoniae-large	global	13	na	77.91	0.64	68.61	88%	947532	0	0	77.918443
streptococcus_pneumoniae-large.S_local.k_13.d_1	streptococcus_pneumoniae-large	local	13	1	48.51	0.92	39.07	82%	278208	0	0	48.515658
streptococcus_pneumoniae-large.S_local.k_13.d_2	streptococcus_pneumoniae-large	local	13	2	49.35	0.55	45.14	92%	278212	0	0	49.355343
streptococcus_pneumoniae-large.S_local.k_13.d_3	streptococcus_pneumoniae-large	local	13	3	47.77	0.49	43.87	92%	286180	0	0	47.782141
streptococcus_pneumoniae-large.S_local.k_13.d_4	streptococcus_pneumoniae-large	local	13	4	65.13	0.45	55.08	85%	374496	0	0	65.140318
streptococcus_pneumoniae-large.S_local.k_13.d_5	streptococcus_pneumoniae-large	local	13	5	74.81	0.54	58.97	79%	607812	0	0	74.82148
streptococcus_pneumoniae-large.S_global.k_14.d_na	streptococcus_pneumoniae-large	global	14	na	111.30	1.28	94.61	86%	1681864	0	0	111.304975
streptococcus_pneumoniae-large.S_local.k_14.d_1	streptococcus_pneumoniae-large	local	14	1	82.09	1.72	63.10	78%	552652	0	0	82.097215
streptococcus_pneumoniae-large.S_local.k_14.d_2	streptococcus_pneumoniae-large	local	14	2	72.97	1.11	66.13	92%	552652	0	0	72.980565
streptococcus_pneumoniae-large.S_local.k_14.d_3	streptococcus_pneumoniae-large	local	14	3	89.35	0.82	83.12	93%	556012	0	0	89.362949
streptococcus_pneumoniae-large.S_local.k_14.d_4	streptococcus_pneumoniae-large	local	14	4	122.88	0.79	106.20	87%	791532	0	0	122.884488
streptococcus_pneumoniae-large.S_local.k_14.d_5	streptococcus_pneumoniae-large	local	14	5	167.49	0.98	140.90	84%	1063492	0	0	167.496197
streptococcus_pneumoniae-large.S_global.k_15.d_na	streptococcus_pneumoniae-large	global	15	na	177.39	1.17	152.29	86%	2174844	0	0	177.397766
streptococcus_pneumoniae-large.S_local.k_15.d_1	streptococcus_pneumoniae-large	local	15	1	95.80	1.70	87.57	93%	552652	0	0	95.807171
streptococcus_pneumoniae-large.S_local.k_15.d_2	streptococcus_pneumoniae-large	local	15	2	116.10	1.54	112.13	97%	552652	0	0	116.105344
streptococcus_pneumoniae-large.S_local.k_15.d_3	streptococcus_pneumoniae-large	local	15	3	144.21	1.23	140.72	98%	552652	0	0	144.214938
streptococcus_pneumoniae-large.S_local.k_15.d_4	streptococcus_pneumoniae-large	local	15	4	210.01	1.07	194.81	93%	657056	0	0	210.014179
streptococcus_pneumoniae-large.S_local.k_15.d_5	streptococcus_pneumoniae-large	local	15	5	324.96	1.50	295.11	91%	1160596	0	0	324.969802
streptococcus_pneumoniae-large.S_global.k_16.d_na	streptococcus_pneumoniae-large	global	16	na	189.82	1.32	156.80	83%	2573000	0	0	189.826269
streptococcus_pneumoniae-large.S_local.k_16.d_1	streptococcus_pneumoniae-large	local	16	1	103.06	1.49	85.69	84%	1101532	0	0	103.071413
streptococcus_pneumoniae-large.S_local.k_16.d_2	streptococcus_pneumoniae-large	local	16	2	101.65	1.21	96.17	95%	1101532	0	0	101.659552
streptococcus_pneumoniae-large.S_local.k_16.d_3	streptococcus_pneumoniae-large	local	16	3	116.82	1.21	111.60	96%	1101532	0	0	116.82495
streptococcus_pneumoniae-large.S_local.k_16.d_4	streptococcus_pneumoniae-large	local	16	4	152.32	1.01	145.84	96%	1103096	0	0	152.330502
streptococcus_pneumoniae-large.S_local.k_16.d_5	streptococcus_pneumoniae-large	local	16	5	294.36	1.57	270.99	92%	1373576	0	0	294.36954
streptococcus_pneumoniae-large.S_global.k_17.d_na	streptococcus_pneumoniae-large	global	17	na	204.26	1.38	168.21	83%	2702860	0	0	204.268593
streptococcus_pneumoniae-large.S_local.k_17.d_1	streptococcus_pneumoniae-large	local	17	1	99.64	1.25	87.52	89%	1101532	0	0	99.645104
streptococcus_pneumoniae-large.S_local.k_17.d_2	streptococcus_pneumoniae-large	local	17	2	101.85	1.70	97.24	97%	1101532	0	0	101.86301
streptococcus_pneumoniae-large.S_local.k_17.d_3	streptococcus_pneumoniae-large	local	17	3	99.22	0.89	96.12	97%	1101532	0	0	99.228391
streptococcus_pneumoniae-large.S_local.k_17.d_4	streptococcus_pneumoniae-large	local	17	4	140.66	1.05	136.95	98%	1101532	0	0	140.665105
streptococcus_pneumoniae-large.S_local.k_17.d_5	streptococcus_pneumoniae-large	local	17	5	284.28	1.12	278.12	98%	1118888	0	0	284.288259
streptococcus_pneumoniae-large.S_global.k_18.d_na	streptococcus_pneumoniae-large	global	18	na	233.37	1.11	191.53	82%	2774076	0	0	233.382074
streptococcus_pneumoniae-large.S_local.k_18.d_1	streptococcus_pneumoniae-large	local	18	1	93.75	1.09	88.24	95%	1101532	0	0	93.755675
streptococcus_pneumoniae-large.S_local.k_18.d_2	streptococcus_pneumoniae-large	local	18	2	100.08	0.89	92.48	93%	1101508	0	0	100.090571
streptococcus_pneumoniae-large.S_local.k_18.d_3	streptococcus_pneumoniae-large	local	18	3	109.95	1.12	105.84	97%	1101532	0	0	109.96393
streptococcus_pneumoniae-large.S_local.k_18.d_4	streptococcus_pneumoniae-large	local	18	4	133.66	0.92	130.32	98%	1101532	0	0	133.673339
streptococcus_pneumoniae-large.S_local.k_18.d_5	streptococcus_pneumoniae-large	local	18	5	298.45	1.79	293.80	99%	1101532	0	0	298.46074
streptococcus_pneumoniae-large.S_global.k_19.d_na	streptococcus_pneumoniae-large	global	19	na	227.52	1.55	189.05	83%	2821816	0	0	227.531118
streptococcus_pneumoniae-large.S_local.k_19.d_1	streptococcus_pneumoniae-large	local	19	1	88.19	0.87	81.81	93%	1101532	0	0	88.198414
streptococcus_pneumoniae-large.S_local.k_19.d_2	streptococcus_pneumoniae-large	local	19	2	98.54	0.83	91.36	93%	1101528	0	0	98.552506
streptococcus_pneumoniae-large.S_local.k_19.d_3	streptococcus_pneumoniae-large	local	19	3	105.24	0.91	97.87	93%	1101532	0	0	105.248215
streptococcus_pneumoniae-large.S_local.k_19.d_4	streptococcus_pneumoniae-large	local	19	4	134.88	0.93	131.57	98%	1101532	0	0	134.887516
streptococcus_pneumoniae-large.S_local.k_19.d_5	streptococcus_pneumoniae-large	local	19	5	291.10	1.47	287.34	99%	1101532	0	0	291.107016
streptococcus_pneumoniae-large.S_global.k_20.d_na	streptococcus_pneumoniae-large	global	20	na	238.70	1.27	195.26	82%	2861836	0	0	238.713094
streptococcus_pneumoniae-large.S_local.k_20.d_1	streptococcus_pneumoniae-large	local	20	1	98.16	1.19	87.55	90%	1101532	0	0	98.172081
streptococcus_pneumoniae-large.S_local.k_20.d_2	streptococcus_pneumoniae-large	local	20	2	98.57	0.99	90.25	92%	1101532	0	0	98.581408
streptococcus_pneumoniae-large.S_local.k_20.d_3	streptococcus_pneumoniae-large	local	20	3	104.20	1.51	98.31	95%	1101532	0	0	104.212226
streptococcus_pneumoniae-large.S_local.k_20.d_4	streptococcus_pneumoniae-large	local	20	4	145.15	1.68	141.27	98%	1101532	0	0	145.157472
streptococcus_pneumoniae-large.S_local.k_20.d_5	streptococcus_pneumoniae-large	local	20	5	244.46	1.12	241.71	99%	1101532	0	0	244.471928
streptococcus_pneumoniae-large.S_global.k_21.d_na	streptococcus_pneumoniae-large	global	21	na	235.58	1.47	199.77	85%	2898940	0	0	235.589773
streptococcus_pneumoniae-large.S_local.k_21.d_1	streptococcus_pneumoniae-large	local	21	1	84.64	0.82	71.37	85%	1101532	0	0	84.647522
streptococcus_pneumoniae-large.S_local.k_21.d_2	streptococcus_pneumoniae-large	local	21	2	85.82	0.72	73.38	86%	1101532	0	0	85.828532
streptococcus_pneumoniae-large.S_local.k_21.d_3	streptococcus_pneumoniae-large	local	21	3	98.39	1.22	88.65	91%	1101516	0	0	98.398912
streptococcus_pneumoniae-large.S_local.k_21.d_4	streptococcus_pneumoniae-large	local	21	4	120.22	1.25	114.58	96%	1101532	0	0	120.230493
streptococcus_pneumoniae-large.S_local.k_21.d_5	streptococcus_pneumoniae-large	local	21	5	203.78	1.04	199.95	98%	1101532	0	0	203.783079
streptococcus_pneumoniae-large.S_global.k_22.d_na	streptococcus_pneumoniae-large	global	22	na	244.88	1.60	204.87	84%	2933828	0	0	244.888968
streptococcus_pneumoniae-large.S_local.k_22.d_1	streptococcus_pneumoniae-large	local	22	1	94.37	1.44	79.14	85%	1101532	0	0	94.374732
streptococcus_pneumoniae-large.S_local.k_22.d_2	streptococcus_pneumoniae-large	local	22	2	90.24	1.19	77.47	87%	1101528	0	0	90.25101
streptococcus_pneumoniae-large.S_local.k_22.d_3	streptococcus_pneumoniae-large	local	22	3	93.10	0.72	78.11	84%	1101532	0	0	93.109851
streptococcus_pneumoniae-large.S_local.k_22.d_4	streptococcus_pneumoniae-large	local	22	4	119.34	1.03	108.04	91%	1101532	0	0	119.348447
streptococcus_pneumoniae-large.S_local.k_22.d_5	streptococcus_pneumoniae-large	local	22	5	214.63	1.51	208.90	98%	1101532	0	0	214.640592
streptococcus_pneumoniae-large.S_global.k_23.d_na	streptococcus_pneumoniae-large	global	23	na	241.87	1.61	200.75	83%	2967980	0	0	241.874915
streptococcus_pneumoniae-large.S_local.k_23.d_1	streptococcus_pneumoniae-large	local	23	1	92.56	0.75	73.63	80%	1101532	0	0	92.566536
streptococcus_pneumoniae-large.S_local.k_23.d_2	streptococcus_pneumoniae-large	local	23	2	80.95	0.58	70.11	87%	1101532	0	0	80.955017
streptococcus_pneumoniae-large.S_local.k_23.d_3	streptococcus_pneumoniae-large	local	23	3	92.86	1.07	81.17	88%	1101532	0	0	92.864434
streptococcus_pneumoniae-large.S_local.k_23.d_4	streptococcus_pneumoniae-large	local	23	4	121.90	1.05	109.99	91%	1101532	0	0	121.913602
streptococcus_pneumoniae-large.S_local.k_23.d_5	streptococcus_pneumoniae-large	local	23	5	233.85	1.58	228.49	98%	1101532	0	0	233.854637
streptococcus_pneumoniae-large.S_global.k_31.d_na	streptococcus_pneumoniae-large	global	31	na	285.50	1.56	245.61	86%	3221196	0	0	285.512
streptococcus_pneumoniae-large.S_local.k_31.d_1	streptococcus_pneumoniae-large	local	31	1	87.93	0.80	68.22	78%	1101532	0	0	87.93831
streptococcus_pneumoniae-large.S_local.k_31.d_2	streptococcus_pneumoniae-large	local	31	2	92.74	0.84	75.51	82%	1101532	0	0	92.752475
streptococcus_pneumoniae-large.S_local.k_31.d_3	streptococcus_pneumoniae-large	local	31	3	84.80	0.45	71.47	84%	1101532	0	0	84.809582
streptococcus_pneumoniae-large.S_local.k_31.d_4	streptococcus_pneumoniae-large	local	31	4	127.85	1.54	120.12	95%	1101524	0	0	127.855613
streptococcus_pneumoniae-large.S_local.k_31.d_5	streptococcus_pneumoniae-large	local	31	5	236.75	1.42	228.68	97%	1101532	0	0	236.760247
yeast.S_global.k_8.d_na	yeast	global	8	na	0.50	0.00	0.49	98%	5548	0	0	0.510182
yeast.S_local.k_8.d_1	yeast	local	8	1	0.41	0.00	0.40	99%	4784	0	0	0.421079
yeast.S_local.k_8.d_2	yeast	local	8	2	0.32	0.00	0.32	100%	4916	0	0	0.3317
yeast.S_local.k_8.d_3	yeast	local	8	3	0.50	0.00	0.49	99%	5328	0	0	0.512678
yeast.S_local.k_8.d_4	yeast	local	8	4	0.39	0.01	0.38	100%	5648	0	0	0.401051
yeast.S_local.k_8.d_5	yeast	local	8	5	0.44	0.00	0.43	99%	5760	0	0	0.449626
yeast.S_global.k_9.d_na	yeast	global	9	na	0.46	0.01	0.41	92%	9748	0	0	0.467756
yeast.S_local.k_9.d_1	yeast	local	9	1	0.43	0.01	0.39	92%	6448	0	0	0.440559
yeast.S_local.k_9.d_2	yeast	local	9	2	0.46	0.01	0.41	93%	6844	0	0	0.46474
yeast.S_local.k_9.d_3	yeast	local	9	3	0.52	0.00	0.48	92%	9388	0	0	0.528119
yeast.S_local.k_9.d_4	yeast	local	9	4	0.46	0.00	0.41	91%	8368	0	0	0.467993
yeast.S_local.k_9.d_5	yeast	local	9	5	0.63	0.00	0.57	91%	10480	0	0	0.637246
yeast.S_global.k_10.d_na	yeast	global	10	na	1.26	0.01	0.93	74%	27892	0	0	1.270438
yeast.S_local.k_10.d_1	yeast	local	10	1	1.26	0.00	0.92	73%	12812	0	0	1.266482
yeast.S_local.k_10.d_2	yeast	local	10	2	0.97	0.01	0.68	71%	13728	0	0	0.978875
yeast.S_local.k_10.d_3	yeast	local	10	3	1.41	0.01	1.05	75%	19600	0	0	1.419465
yeast.S_local.k_10.d_4	yeast	local	10	4	1.30	0.02	0.83	66%	27456	0	0	1.312222
yeast.S_local.k_10.d_5	yeast	local	10	5	1.38	0.03	0.91	68%	28776	0	0	1.386741
yeast.S_global.k_11.d_na	yeast	global	11	na	5.58	0.04	4.66	84%	91348	0	0	5.592567
yeast.S_local.k_11.d_1	yeast	local	11	1	3.25	0.04	2.10	65%	38076	0	0	3.258374
yeast.S_local.k_11.d_2	yeast	local	11	2	3.80	0.02	2.48	66%	40132	0	0	3.803532
yeast.S_local.k_11.d_3	yeast	local	11	3	3.14	0.01	1.96	63%	59668	0	0	3.152879
yeast.S_local.k_11.d_4	yeast	local	11	4	3.42	0.04	1.93	57%	88180	0	0	3.431092
yeast.S_local.k_11.d_5	yeast	local	11	5	4.33	0.04	2.47	58%	96628	0	0	4.338668
yeast.S_global.k_12.d_na	yeast	global	12	na	11.60	0.13	10.05	87%	223324	0	0	11.605437
yeast.S_local.k_12.d_1	yeast	local	12	1	7.77	0.18	5.22	69%	72316	0	0	7.781657
yeast.S_local.k_12.d_2	yeast	local	12	2	7.54	0.10	5.42	73%	73184	0	0	7.552142
yeast.S_local.k_12.d_3	yeast	local	12	3	7.04	0.07	5.39	77%	84160	0	0	7.049068
yeast.S_local.k_12.d_4	yeast	local	12	4	10.37	0.18	6.88	68%	109924	0	0	10.37373
yeast.S_local.k_12.d_5	yeast	local	12	5	14.21	0.21	9.82	70%	180424	0	0	14.219519
yeast.S_global.k_13.d_na	yeast	global	13	na	21.54	0.17	17.93	84%	378832	0	0	21.551262
yeast.S_local.k_13.d_1	yeast	local	13	1	13.10	0.35	9.05	71%	141112	0	0	13.110282
yeast.S_local.k_13.d_2	yeast	local	13	2	12.74	0.17	10.33	82%	141124	0	0	12.746915
yeast.S_local.k_13.d_3	yeast	local	13	3	14.09	0.16	12.54	90%	147672	0	0	14.096981
yeast.S_local.k_13.d_4	yeast	local	13	4	16.89	0.17	12.82	76%	185652	0	0	16.903998
yeast.S_local.k_13.d_5	yeast	local	13	5	24.48	0.25	17.70	73%	297216	0	0	24.483881
yeast.S_global.k_14.d_na	yeast	global	14	na	31.33	0.16	24.46	78%	466008	0	0	31.335088
yeast.S_local.k_14.d_1	yeast	local	14	1	16.18	0.35	13.78	87%	141124	0	0	16.187022
yeast.S_local.k_14.d_2	yeast	local	14	2	16.91	0.31	15.59	94%	141124	0	0	16.919318
yeast.S_local.k_14.d_3	yeast	local	14	3	17.66	0.15	16.28	93%	154844	0	0	17.666248
yeast.S_local.k_14.d_4	yeast	local	14	4	25.90	0.20	21.40	83%	163756	0	0	25.909113
yeast.S_local.k_14.d_5	yeast	local	14	5	42.28	0.49	34.33	82%	327000	0	0	42.289978
yeast.S_global.k_15.d_na	yeast	global	15	na	29.86	0.19	23.16	78%	503400	0	0	29.872614
yeast.S_local.k_15.d_1	yeast	local	15	1	15.17	0.16	14.33	95%	141124	0	0	15.17966
yeast.S_local.k_15.d_2	yeast	local	15	2	16.93	0.14	16.36	97%	141124	0	0	16.940758
yeast.S_local.k_15.d_3	yeast	local	15	3	18.97	0.15	18.45	98%	144548	0	0	18.974302
yeast.S_local.k_15.d_4	yeast	local	15	4	23.05	0.07	20.36	88%	154868	0	0	23.063274
yeast.S_local.k_15.d_5	yeast	local	15	5	41.33	0.29	33.60	82%	236308	0	0	41.342497
yeast.S_global.k_16.d_na	yeast	global	16	na	31.43	0.17	23.91	76%	516948	0	0	31.438624
yeast.S_local.k_16.d_1	yeast	local	16	1	16.94	0.15	16.55	98%	141124	0	0	16.94934
yeast.S_local.k_16.d_2	yeast	local	16	2	17.56	0.12	17.24	98%	142380	0	0	17.570149
yeast.S_local.k_16.d_3	yeast	local	16	3	17.28	0.09	16.73	97%	150356	0	0	17.288697
yeast.S_local.k_16.d_4	yeast	local	16	4	20.33	0.10	19.02	94%	152996	0	0	20.342472
yeast.S_local.k_16.d_5	yeast	local	16	5	25.50	0.09	22.16	87%	170360	0	0	25.50938
yeast.S_global.k_17.d_na	yeast	global	17	na	33.90	0.29	26.96	80%	521820	0	0	33.904659
yeast.S_local.k_17.d_1	yeast	local	17	1	17.31	0.10	16.47	95%	141124	0	0	17.316254
yeast.S_local.k_17.d_2	yeast	local	17	2	16.57	0.05	15.81	95%	142620	0	0	16.579634
yeast.S_local.k_17.d_3	yeast	local	17	3	15.61	0.11	15.07	97%	145340	0	0	15.622394
yeast.S_local.k_17.d_4	yeast	local	17	4	17.74	0.12	17.03	96%	147324	0	0	17.746273
yeast.S_local.k_17.d_5	yeast	local	17	5	21.62	0.12	19.55	90%	156952	0	0	21.631526
yeast.S_global.k_18.d_na	yeast	global	18	na	34.04	0.24	26.31	78%	523824	0	0	34.053154
yeast.S_local.k_18.d_1	yeast	local	18	1	17.61	0.06	17.08	97%	141132	0	0	17.620234
yeast.S_local.k_18.d_2	yeast	local	18	2	17.12	0.06	16.65	97%	143864	0	0	17.132519
yeast.S_local.k_18.d_3	yeast	local	18	3	19.78	0.18	19.00	96%	144360	0	0	19.789982
yeast.S_local.k_18.d_4	yeast	local	18	4	19.22	0.06	18.23	95%	146652	0	0	19.229095
yeast.S_local.k_18.d_5	yeast	local	18	5	19.93	0.08	19.01	95%	148280	0	0	19.940849
yeast.S_global.k_19.d_na	yeast	global	19	na	36.56	0.30	28.08	77%	524800	0	0	36.569767
yeast.S_local.k_19.d_1	yeast	local	19	1	16.78	0.06	15.94	95%	142320	0	0	16.788171
yeast.S_local.k_19.d_2	yeast	local	19	2	18.72	0.13	18.16	97%	144364	0	0	18.732871
yeast.S_local.k_19.d_3	yeast	local	19	3	19.12	0.09	18.33	96%	145464	0	0	19.128582
yeast.S_local.k_19.d_4	yeast	local	19	4	17.46	0.07	16.23	93%	147512	0	0	17.466739
yeast.S_local.k_19.d_5	yeast	local	19	5	20.06	0.04	18.88	94%	153420	0	0	20.072493
yeast.S_global.k_20.d_na	yeast	global	20	na	32.58	0.24	25.23	78%	525416	0	0	32.590493
yeast.S_local.k_20.d_1	yeast	local	20	1	17.31	0.12	16.60	96%	142588	0	0	17.321618
yeast.S_local.k_20.d_2	yeast	local	20	2	15.85	0.07	15.34	97%	145212	0	0	15.855941
yeast.S_local.k_20.d_3	yeast	local	20	3	18.60	0.07	17.82	96%	143892	0	0	18.609316
yeast.S_local.k_20.d_4	yeast	local	20	4	19.06	0.07	18.28	96%	146180	0	0	19.06884
yeast.S_local.k_20.d_5	yeast	local	20	5	19.41	0.08	18.21	94%	150228	0	0	19.417265
yeast.S_global.k_21.d_na	yeast	global	21	na	37.83	0.33	28.42	76%	525884	0	0	37.838045
yeast.S_local.k_21.d_1	yeast	local	21	1	15.87	0.07	14.48	91%	143444	0	0	15.874719
yeast.S_local.k_21.d_2	yeast	local	21	2	15.57	0.15	14.25	92%	144664	0	0	15.574136
yeast.S_local.k_21.d_3	yeast	local	21	3	16.46	0.07	14.66	89%	145220	0	0	16.464688
yeast.S_local.k_21.d_4	yeast	local	21	4	15.63	0.05	14.50	93%	148244	0	0	15.641478
yeast.S_local.k_21.d_5	yeast	local	21	5	15.87	0.05	14.54	91%	148244	0	0	15.875964
yeast.S_global.k_22.d_na	yeast	global	22	na	33.16	0.21	25.56	77%	526260	0	0	33.172142
yeast.S_local.k_22.d_1	yeast	local	22	1	15.30	0.15	12.68	83%	143912	0	0	15.312361
yeast.S_local.k_22.d_2	yeast	local	22	2	15.61	0.07	13.31	85%	147024	0	0	15.618244
yeast.S_local.k_22.d_3	yeast	local	22	3	13.61	0.05	10.74	79%	146924	0	0	13.61319
yeast.S_local.k_22.d_4	yeast	local	22	4	15.41	0.14	13.65	89%	145288	0	0	15.421959
yeast.S_local.k_22.d_5	yeast	local	22	5	15.14	0.11	13.12	87%	145864	0	0	15.150168
yeast.S_global.k_23.d_na	yeast	global	23	na	31.68	0.29	23.89	76%	526580	0	0	31.683095
yeast.S_local.k_23.d_1	yeast	local	23	1	14.24	0.11	12.11	85%	144284	0	0	14.251463
yeast.S_local.k_23.d_2	yeast	local	23	2	15.66	0.13	12.90	83%	147980	0	0	15.669318
yeast.S_local.k_23.d_3	yeast	local	23	3	14.49	0.09	12.05	83%	147976	0	0	14.502135
yeast.S_local.k_23.d_4	yeast	local	23	4	16.02	0.12	13.18	83%	147980	0	0	16.027026
yeast.S_local.k_23.d_5	yeast	local	23	5	16.28	0.10	13.79	85%	148004	0	0	16.285676
yeast.S_global.k_31.d_na	yeast	global	31	na	32.71	0.22	24.99	77%	528388	0	0	32.725125
yeast.S_local.k_31.d_1	yeast	local	31	1	16.00	0.08	11.31	71%	148504	0	0	16.00911
yeast.S_local.k_31.d_2	yeast	local	31	2	13.54	0.07	9.24	68%	148504	0	0	13.549793
yeast.S_local.k_31.d_3	yeast	local	31	3	14.84	0.07	10.14	68%	148052	0	0	14.851669
yeast.S_local.k_31.d_4	yeast	local	31	4	14.30	0.07	9.70	68%	148052	0	0	14.305915
yeast.S_local.k_31.d_5	yeast	local	31	5	15.13	0.11	11.29	75%	148052	0	0	15.137209
yeast.S_global.k_61.d_na	yeast	global	61	na	41.27	0.21	41.03	99%	639180	0	0	41.280566
