genome	S_alg	k	d	M_alg	M_compr_alg	kmer_count	l	o	z	r	S_xz_bytes	M_compr_bytes	enc1_compr_bytes	enc2_xz_bytes	pref
escherichia_coli.k32	local	9	2	default	xz	131072	134982	131072	3910	1621	15364	2548	17912	18560	escherichia_coli.k32.S_local.k_9.d_2.M_default.C_xz
escherichia_coli.k32	local	9	2	ones	EliasFano	131072	134982	134974	8	1	15364	8	15372	15368	escherichia_coli.k32.S_local.k_9.d_2.M_ones.C_EliasFano
escherichia_coli.k32	local	9	2	ones	bzip	131072	134982	134974	8	1	15364	51	15415	15368	escherichia_coli.k32.S_local.k_9.d_2.M_ones.C_bzip
escherichia_coli.k32	local	9	2	ones	rrr	131072	134982	134974	8	1	15364	699	16063	15368	escherichia_coli.k32.S_local.k_9.d_2.M_ones.C_rrr
escherichia_coli.k32	local	9	2	ones	xz	131072	134982	134974	8	1	15364	156	15520	15368	escherichia_coli.k32.S_local.k_9.d_2.M_ones.C_xz
escherichia_coli.k32	local	9	2	runs	EliasFano	131072	134982	134974	8	1	15372	8	15380	15376	escherichia_coli.k32.S_local.k_9.d_2.M_runs.C_EliasFano
escherichia_coli.k32	local	9	2	runs	bzip	131072	134982	134974	8	1	15372	51	15423	15376	escherichia_coli.k32.S_local.k_9.d_2.M_runs.C_bzip
escherichia_coli.k32	local	9	2	runs	rrr	131072	134982	134974	8	1	15372	699	16071	15376	escherichia_coli.k32.S_local.k_9.d_2.M_runs.C_rrr
escherichia_coli.k32	local	9	2	runs	xz	131072	134982	134974	8	1	15372	164	15536	15376	escherichia_coli.k32.S_local.k_9.d_2.M_runs.C_xz
escherichia_coli.k32	local	9	2	runsapprox	EliasFano	131072	134982	134974	8	1	15372	8	15380	15376	escherichia_coli.k32.S_local.k_9.d_2.M_runsapprox.C_EliasFano
escherichia_coli.k32	local	9	2	runsapprox	bzip	131072	134982	134974	8	1	15372	51	15423	15376	escherichia_coli.k32.S_local.k_9.d_2.M_runsapprox.C_bzip
escherichia_coli.k32	local	9	2	runsapprox	rrr	131072	134982	134974	8	1	15372	699	16071	15376	escherichia_coli.k32.S_local.k_9.d_2.M_runsapprox.C_rrr
escherichia_coli.k32	local	9	2	runsapprox	xz	131072	134982	134974	8	1	15372	164	15536	15376	escherichia_coli.k32.S_local.k_9.d_2.M_runsapprox.C_xz
escherichia_coli.k32	local	9	2	zeros	EliasFano	131072	134982	131072	3910	1406	15364	2656	18020	18384	escherichia_coli.k32.S_local.k_9.d_2.M_zeros.C_EliasFano
escherichia_coli.k32	local	9	2	zeros	bzip	131072	134982	131072	3910	1406	15364	1774	17138	18384	escherichia_coli.k32.S_local.k_9.d_2.M_zeros.C_bzip
escherichia_coli.k32	local	9	2	zeros	rrr	131072	134982	131072	3910	1406	15364	2947	18311	18384	escherichia_coli.k32.S_local.k_9.d_2.M_zeros.C_rrr
escherichia_coli.k32	local	9	2	zeros	xz	131072	134982	131072	3910	1406	15364	2560	17924	18384	escherichia_coli.k32.S_local.k_9.d_2.M_zeros.C_xz
escherichia_coli.k32	local	9	3	default	EliasFano	131072	134196	131072	3124	1946	15004	3464	18468	18780	escherichia_coli.k32.S_local.k_9.d_3.M_default.C_EliasFano
escherichia_coli.k32	local	9	3	default	bzip	131072	134196	131072	3124	1946	15004	1628	16632	18780	escherichia_coli.k32.S_local.k_9.d_3.M_default.C_bzip
escherichia_coli.k32	local	9	3	default	rrr	131072	134196	131072	3124	1946	15004	2715	17719	18780	escherichia_coli.k32.S_local.k_9.d_3.M_default.C_rrr
escherichia_coli.k32	local	9	3	default	xz	131072	134196	131072	3124	1946	15004	2928	17932	18780	escherichia_coli.k32.S_local.k_9.d_3.M_default.C_xz
escherichia_coli.k32	local	9	3	ones	EliasFano	131072	134196	134188	8	1	15004	8	15012	15012	escherichia_coli.k32.S_local.k_9.d_3.M_ones.C_EliasFano
escherichia_coli.k32	local	9	3	ones	bzip	131072	134196	134188	8	1	15004	50	15054	15012	escherichia_coli.k32.S_local.k_9.d_3.M_ones.C_bzip
escherichia_coli.k32	local	9	3	ones	rrr	131072	134196	134188	8	1	15004	691	15695	15012	escherichia_coli.k32.S_local.k_9.d_3.M_ones.C_rrr
escherichia_coli.k32	local	9	3	ones	xz	131072	134196	134188	8	1	15004	156	15160	15012	escherichia_coli.k32.S_local.k_9.d_3.M_ones.C_xz
escherichia_coli.k32	local	9	3	runs	EliasFano	131072	134196	134188	8	1	15012	8	15020	15020	escherichia_coli.k32.S_local.k_9.d_3.M_runs.C_EliasFano
escherichia_coli.k32	local	9	3	runs	bzip	131072	134196	134188	8	1	15012	50	15062	15020	escherichia_coli.k32.S_local.k_9.d_3.M_runs.C_bzip
escherichia_coli.k32	local	9	3	runs	rrr	131072	134196	134188	8	1	15012	691	15703	15020	escherichia_coli.k32.S_local.k_9.d_3.M_runs.C_rrr
escherichia_coli.k32	local	9	3	runs	xz	131072	134196	134188	8	1	15012	164	15176	15020	escherichia_coli.k32.S_local.k_9.d_3.M_runs.C_xz
escherichia_coli.k32	local	9	3	runsapprox	EliasFano	131072	134196	134188	8	1	15012	8	15020	15020	escherichia_coli.k32.S_local.k_9.d_3.M_runsapprox.C_EliasFano
escherichia_coli.k32	local	9	3	runsapprox	bzip	131072	134196	134188	8	1	15012	50	15062	15020	escherichia_coli.k32.S_local.k_9.d_3.M_runsapprox.C_bzip
escherichia_coli.k32	local	9	3	runsapprox	rrr	131072	134196	134188	8	1	15012	691	15703	15020	escherichia_coli.k32.S_local.k_9.d_3.M_runsapprox.C_rrr
escherichia_coli.k32	local	9	3	runsapprox	xz	131072	134196	134188	8	1	15012	164	15176	15020	escherichia_coli.k32.S_local.k_9.d_3.M_runsapprox.C_xz
escherichia_coli.k32	local	9	3	zeros	EliasFano	131072	134196	131072	3124	1497	15004	2792	17796	18220	escherichia_coli.k32.S_local.k_9.d_3.M_zeros.C_EliasFano
escherichia_coli.k32	local	9	3	zeros	bzip	131072	134196	131072	3124	1497	15004	1870	16874	18220	escherichia_coli.k32.S_local.k_9.d_3.M_zeros.C_bzip
escherichia_coli.k32	local	9	3	zeros	rrr	131072	134196	131072	3124	1497	15004	2651	17655	18220	escherichia_coli.k32.S_local.k_9.d_3.M_zeros.C_rrr
escherichia_coli.k32	local	9	3	zeros	xz	131072	134196	131072	3124	1497	15004	2532	17536	18220	escherichia_coli.k32.S_local.k_9.d_3.M_zeros.C_xz
escherichia_coli.k32	local	9	4	default	EliasFano	131072	134776	131072	3704	2688	15368	4440	19808	19784	escherichia_coli.k32.S_local.k_9.d_4.M_default.C_EliasFano
escherichia_coli.k32	local	9	4	default	bzip	131072	134776	131072	3704	2688	15368	1941	17309	19784	escherichia_coli.k32.S_local.k_9.d_4.M_default.C_bzip
escherichia_coli.k32	local	9	4	default	rrr	131072	134776	131072	3704	2688	15368	3203	18571	19784	escherichia_coli.k32.S_local.k_9.d_4.M_default.C_rrr
escherichia_coli.k32	local	9	4	default	xz	131072	134776	131072	3704	2688	15368	3396	18764	19784	escherichia_coli.k32.S_local.k_9.d_4.M_default.C_xz
escherichia_coli.k32	local	9	4	ones	EliasFano	131072	134776	134768	8	1	15368	8	15376	15376	escherichia_coli.k32.S_local.k_9.d_4.M_ones.C_EliasFano
escherichia_coli.k32	local	9	4	ones	bzip	131072	134776	134768	8	1	15368	51	15419	15376	escherichia_coli.k32.S_local.k_9.d_4.M_ones.C_bzip
escherichia_coli.k32	local	9	4	ones	rrr	131072	134776	134768	8	1	15368	699	16067	15376	escherichia_coli.k32.S_local.k_9.d_4.M_ones.C_rrr
escherichia_coli.k32	local	9	4	ones	xz	131072	134776	134768	8	1	15368	156	15524	15376	escherichia_coli.k32.S_local.k_9.d_4.M_ones.C_xz
escherichia_coli.k32	local	9	4	runs	EliasFano	131072	134776	134768	8	1	15376	8	15384	15384	escherichia_coli.k32.S_local.k_9.d_4.M_runs.C_EliasFano
escherichia_coli.k32	local	9	4	runs	bzip	131072	134776	134768	8	1	15376	51	15427	15384	escherichia_coli.k32.S_local.k_9.d_4.M_runs.C_bzip
escherichia_coli.k32	local	9	4	runs	rrr	131072	134776	134768	8	1	15376	699	16075	15384	escherichia_coli.k32.S_local.k_9.d_4.M_runs.C_rrr
escherichia_coli.k32	local	9	4	runs	xz	131072	134776	134768	8	1	15376	164	15540	15384	escherichia_coli.k32.S_local.k_9.d_4.M_runs.C_xz
escherichia_coli.k32	local	9	4	runsapprox	EliasFano	131072	134776	134768	8	1	15376	8	15384	15384	escherichia_coli.k32.S_local.k_9.d_4.M_runsapprox.C_EliasFano
escherichia_coli.k32	local	9	4	runsapprox	bzip	131072	134776	134768	8	1	15376	51	15427	15384	escherichia_coli.k32.S_local.k_9.d_4.M_runsapprox.C_bzip
escherichia_coli.k32	local	9	4	runsapprox	rrr	131072	134776	134768	8	1	15376	699	16075	15384	escherichia_coli.k32.S_local.k_9.d_4.M_runsapprox.C_rrr
escherichia_coli.k32	local	9	4	runsapprox	xz	131072	134776	134768	8	1	15376	164	15540	15384	escherichia_coli.k32.S_local.k_9.d_4.M_runsapprox.C_xz
escherichia_coli.k32	local	9	4	zeros	EliasFano	131072	134776	131072	3704	2362	15368	4032	19400	19452	escherichia_coli.k32.S_local.k_9.d_4.M_zeros.C_EliasFano
escherichia_coli.k32	local	9	4	zeros	bzip	131072	134776	131072	3704	2362	15368	2419	17787	19452	escherichia_coli.k32.S_local.k_9.d_4.M_zeros.C_bzip
escherichia_coli.k32	local	9	4	zeros	rrr	131072	134776	131072	3704	2362	15368	3147	18515	19452	escherichia_coli.k32.S_local.k_9.d_4.M_zeros.C_rrr
escherichia_coli.k32	local	9	4	zeros	xz	131072	134776	131072	3704	2362	15368	3208	18576	19452	escherichia_coli.k32.S_local.k_9.d_4.M_zeros.C_xz
escherichia_coli.k32	local	9	5	default	EliasFano	131072	134463	131072	3391	2475	15780	4168	19948	19312	escherichia_coli.k32.S_local.k_9.d_5.M_default.C_EliasFano
escherichia_coli.k32	local	9	5	default	bzip	131072	134463	131072	3391	2475	15780	1905	17685	19312	escherichia_coli.k32.S_local.k_9.d_5.M_default.C_bzip
escherichia_coli.k32	local	9	5	default	rrr	131072	134463	131072	3391	2475	15780	3043	18823	19312	escherichia_coli.k32.S_local.k_9.d_5.M_default.C_rrr
escherichia_coli.k32	local	9	5	default	xz	131072	134463	131072	3391	2475	15780	3360	19140	19312	escherichia_coli.k32.S_local.k_9.d_5.M_default.C_xz
escherichia_coli.k32	local	9	5	ones	EliasFano	131072	134463	134455	8	1	15780	8	15788	15788	escherichia_coli.k32.S_local.k_9.d_5.M_ones.C_EliasFano
escherichia_coli.k32	local	9	5	ones	bzip	131072	134463	134455	8	1	15780	51	15831	15788	escherichia_coli.k32.S_local.k_9.d_5.M_ones.C_bzip
escherichia_coli.k32	local	9	5	ones	rrr	131072	134463	134455	8	1	15780	691	16471	15788	escherichia_coli.k32.S_local.k_9.d_5.M_ones.C_rrr
escherichia_coli.k32	local	9	5	ones	xz	131072	134463	134455	8	1	15780	164	15944	15788	escherichia_coli.k32.S_local.k_9.d_5.M_ones.C_xz
escherichia_coli.k32	local	9	5	runs	EliasFano	131072	134463	134455	8	1	15780	8	15788	15788	escherichia_coli.k32.S_local.k_9.d_5.M_runs.C_EliasFano
escherichia_coli.k32	local	9	5	runs	bzip	131072	134463	134455	8	1	15780	51	15831	15788	escherichia_coli.k32.S_local.k_9.d_5.M_runs.C_bzip
escherichia_coli.k32	local	9	5	runs	rrr	131072	134463	134455	8	1	15780	691	16471	15788	escherichia_coli.k32.S_local.k_9.d_5.M_runs.C_rrr
escherichia_coli.k32	local	9	5	runs	xz	131072	134463	134455	8	1	15780	164	15944	15788	escherichia_coli.k32.S_local.k_9.d_5.M_runs.C_xz
escherichia_coli.k32	local	9	5	runsapprox	EliasFano	131072	134463	134455	8	1	15780	8	15788	15788	escherichia_coli.k32.S_local.k_9.d_5.M_runsapprox.C_EliasFano
escherichia_coli.k32	local	9	5	runsapprox	bzip	131072	134463	134455	8	1	15780	51	15831	15788	escherichia_coli.k32.S_local.k_9.d_5.M_runsapprox.C_bzip
escherichia_coli.k32	local	9	5	runsapprox	rrr	131072	134463	134455	8	1	15780	691	16471	15788	escherichia_coli.k32.S_local.k_9.d_5.M_runsapprox.C_rrr
escherichia_coli.k32	local	9	5	runsapprox	xz	131072	134463	134455	8	1	15780	164	15944	15788	escherichia_coli.k32.S_local.k_9.d_5.M_runsapprox.C_xz
escherichia_coli.k32	local	9	5	zeros	EliasFano	131072	134463	131072	3391	2210	15780	3840	19620	19468	escherichia_coli.k32.S_local.k_9.d_5.M_zeros.C_EliasFano
escherichia_coli.k32	local	9	5	zeros	bzip	131072	134463	131072	3391	2210	15780	2867	18647	19468	escherichia_coli.k32.S_local.k_9.d_5.M_zeros.C_bzip
escherichia_coli.k32	local	9	5	zeros	rrr	131072	134463	131072	3391	2210	15780	3083	18863	19468	escherichia_coli.k32.S_local.k_9.d_5.M_zeros.C_rrr
escherichia_coli.k32	local	9	5	zeros	xz	131072	134463	131072	3391	2210	15780	3644	19424	19468	escherichia_coli.k32.S_local.k_9.d_5.M_zeros.C_xz
escherichia_coli.k32	global	10	na	default	EliasFano	524800	526823	524800	2023	510	146340	1416	147756	146196	escherichia_coli.k32.S_global.k_10.d_na.M_default.C_EliasFano
escherichia_coli.k32	global	10	na	default	bzip	524800	526823	524800	2023	510	146340	1326	147666	146196	escherichia_coli.k32.S_global.k_10.d_na.M_default.C_bzip
escherichia_coli.k32	global	10	na	default	rrr	524800	526823	524800	2023	510	146340	4091	150431	146196	escherichia_coli.k32.S_global.k_10.d_na.M_default.C_rrr
escherichia_coli.k32	global	10	na	default	xz	524800	526823	524800	2023	510	146340	2012	148352	146196	escherichia_coli.k32.S_global.k_10.d_na.M_default.C_xz
escherichia_coli.k32	global	10	na	ones	EliasFano	524800	526823	526814	9	1	146340	8	146348	146344	escherichia_coli.k32.S_global.k_10.d_na.M_ones.C_EliasFano
escherichia_coli.k32	global	10	na	ones	bzip	524800	526823	526814	9	1	146340	52	146392	146344	escherichia_coli.k32.S_global.k_10.d_na.M_ones.C_bzip
escherichia_coli.k32	global	10	na	ones	rrr	524800	526823	526814	9	1	146340	2387	148727	146344	escherichia_coli.k32.S_global.k_10.d_na.M_ones.C_rrr
escherichia_coli.k32	global	10	na	ones	xz	524800	526823	526814	9	1	146340	212	146552	146344	escherichia_coli.k32.S_global.k_10.d_na.M_ones.C_xz
escherichia_coli.k32	global	10	na	runs	EliasFano	524800	526823	526814	9	1	146348	8	146356	146352	escherichia_coli.k32.S_global.k_10.d_na.M_runs.C_EliasFano
escherichia_coli.k32	global	10	na	runs	bzip	524800	526823	526814	9	1	146348	52	146400	146352	escherichia_coli.k32.S_global.k_10.d_na.M_runs.C_bzip
escherichia_coli.k32	global	10	na	runs	rrr	524800	526823	526814	9	1	146348	2387	148735	146352	escherichia_coli.k32.S_global.k_10.d_na.M_runs.C_rrr
escherichia_coli.k32	global	10	na	runs	xz	524800	526823	526814	9	1	146348	220	146568	146352	escherichia_coli.k32.S_global.k_10.d_na.M_runs.C_xz
escherichia_coli.k32	global	10	na	runsapprox	EliasFano	524800	526823	526814	9	1	146348	8	146356	146352	escherichia_coli.k32.S_global.k_10.d_na.M_runsapprox.C_EliasFano
escherichia_coli.k32	global	10	na	runsapprox	bzip	524800	526823	526814	9	1	146348	52	146400	146352	escherichia_coli.k32.S_global.k_10.d_na.M_runsapprox.C_bzip
escherichia_coli.k32	global	10	na	runsapprox	rrr	524800	526823	526814	9	1	146348	2387	148735	146352	escherichia_coli.k32.S_global.k_10.d_na.M_runsapprox.C_rrr
escherichia_coli.k32	global	10	na	runsapprox	xz	524800	526823	526814	9	1	146348	220	146568	146352	escherichia_coli.k32.S_global.k_10.d_na.M_runsapprox.C_xz
escherichia_coli.k32	global	10	na	zeros	EliasFano	524800	526823	524800	2023	1255	146340	3056	149396	147132	escherichia_coli.k32.S_global.k_10.d_na.M_zeros.C_EliasFano
escherichia_coli.k32	global	10	na	zeros	bzip	524800	526823	524800	2023	1255	146340	2405	148745	147132	escherichia_coli.k32.S_global.k_10.d_na.M_zeros.C_bzip
escherichia_coli.k32	global	10	na	zeros	rrr	524800	526823	524800	2023	1255	146340	4211	150551	147132	escherichia_coli.k32.S_global.k_10.d_na.M_zeros.C_rrr
escherichia_coli.k32	global	10	na	zeros	xz	524800	526823	524800	2023	1255	146340	3860	150200	147132	escherichia_coli.k32.S_global.k_10.d_na.M_zeros.C_xz
escherichia_coli.k32	local	10	1	default	EliasFano	524800	542908	524800	18108	2012	43108	4592	47700	49328	escherichia_coli.k32.S_local.k_10.d_1.M_default.C_EliasFano
escherichia_coli.k32	local	10	1	default	bzip	524800	542908	524800	18108	2012	43108	1901	45009	49328	escherichia_coli.k32.S_local.k_10.d_1.M_default.C_bzip
escherichia_coli.k32	local	10	1	default	rrr	524800	542908	524800	18108	2012	43108	11203	54311	49328	escherichia_coli.k32.S_local.k_10.d_1.M_default.C_rrr
escherichia_coli.k32	local	10	1	default	xz	524800	542908	524800	18108	2012	43108	3612	46720	49328	escherichia_coli.k32.S_local.k_10.d_1.M_default.C_xz
escherichia_coli.k32	local	10	1	ones	EliasFano	524800	542908	542899	9	1	43108	8	43116	43112	escherichia_coli.k32.S_local.k_10.d_1.M_ones.C_EliasFano
escherichia_coli.k32	local	10	1	ones	bzip	524800	542908	542899	9	1	43108	51	43159	43112	escherichia_coli.k32.S_local.k_10.d_1.M_ones.C_bzip
escherichia_coli.k32	local	10	1	ones	rrr	524800	542908	542899	9	1	43108	2435	45543	43112	escherichia_coli.k32.S_local.k_10.d_1.M_ones.C_rrr
escherichia_coli.k32	local	10	1	ones	xz	524800	542908	542899	9	1	43108	216	43324	43112	escherichia_coli.k32.S_local.k_10.d_1.M_ones.C_xz
escherichia_coli.k32	local	10	1	runs	EliasFano	524800	542908	542899	9	1	43116	8	43124	43120	escherichia_coli.k32.S_local.k_10.d_1.M_runs.C_EliasFano
escherichia_coli.k32	local	10	1	runs	bzip	524800	542908	542899	9	1	43116	51	43167	43120	escherichia_coli.k32.S_local.k_10.d_1.M_runs.C_bzip
escherichia_coli.k32	local	10	1	runs	rrr	524800	542908	542899	9	1	43116	2435	45551	43120	escherichia_coli.k32.S_local.k_10.d_1.M_runs.C_rrr
escherichia_coli.k32	local	10	1	runs	xz	524800	542908	542899	9	1	43116	224	43340	43120	escherichia_coli.k32.S_local.k_10.d_1.M_runs.C_xz
escherichia_coli.k32	local	10	1	runsapprox	EliasFano	524800	542908	542899	9	1	43116	8	43124	43120	escherichia_coli.k32.S_local.k_10.d_1.M_runsapprox.C_EliasFano
escherichia_coli.k32	local	10	1	runsapprox	bzip	524800	542908	542899	9	1	43116	51	43167	43120	escherichia_coli.k32.S_local.k_10.d_1.M_runsapprox.C_bzip
escherichia_coli.k32	local	10	1	runsapprox	rrr	524800	542908	542899	9	1	43116	2435	45551	43120	escherichia_coli.k32.S_local.k_10.d_1.M_runsapprox.C_rrr
escherichia_coli.k32	local	10	1	runsapprox	xz	524800	542908	542899	9	1	43116	224	43340	43120	escherichia_coli.k32.S_local.k_10.d_1.M_runsapprox.C_xz
escherichia_coli.k32	local	10	1	zeros	EliasFano	524800	542908	524800	18108	4056	43108	8232	51340	53192	escherichia_coli.k32.S_local.k_10.d_1.M_zeros.C_EliasFano
escherichia_coli.k32	local	10	1	zeros	bzip	524800	542908	524800	18108	4056	43108	6030	49138	53192	escherichia_coli.k32.S_local.k_10.d_1.M_zeros.C_bzip
escherichia_coli.k32	local	10	1	zeros	rrr	524800	542908	524800	18108	4056	43108	11227	54335	53192	escherichia_coli.k32.S_local.k_10.d_1.M_zeros.C_rrr
escherichia_coli.k32	local	10	1	zeros	xz	524800	542908	524800	18108	4056	43108	7644	50752	53192	escherichia_coli.k32.S_local.k_10.d_1.M_zeros.C_xz
escherichia_coli.k32	local	10	2	default	EliasFano	524800	540682	524800	15882	4482	50440	8928	59368	59252	escherichia_coli.k32.S_local.k_10.d_2.M_default.C_EliasFano
escherichia_coli.k32	local	10	2	default	bzip	524800	540682	524800	15882	4482	50440	4037	54477	59252	escherichia_coli.k32.S_local.k_10.d_2.M_default.C_bzip
escherichia_coli.k32	local	10	2	default	rrr	524800	540682	524800	15882	4482	50440	10171	60611	59252	escherichia_coli.k32.S_local.k_10.d_2.M_default.C_rrr
escherichia_coli.k32	local	10	2	default	xz	524800	540682	524800	15882	4482	50440	6972	57412	59252	escherichia_coli.k32.S_local.k_10.d_2.M_default.C_xz
escherichia_coli.k32	local	10	2	ones	EliasFano	524800	540682	540673	9	1	50440	8	50448	50448	escherichia_coli.k32.S_local.k_10.d_2.M_ones.C_EliasFano
escherichia_coli.k32	local	10	2	ones	bzip	524800	540682	540673	9	1	50440	52	50492	50448	escherichia_coli.k32.S_local.k_10.d_2.M_ones.C_bzip
escherichia_coli.k32	local	10	2	ones	rrr	524800	540682	540673	9	1	50440	2475	52915	50448	escherichia_coli.k32.S_local.k_10.d_2.M_ones.C_rrr
escherichia_coli.k32	local	10	2	ones	xz	524800	540682	540673	9	1	50440	216	50656	50448	escherichia_coli.k32.S_local.k_10.d_2.M_ones.C_xz
escherichia_coli.k32	local	10	2	runs	EliasFano	524800	540682	540673	9	1	50448	8	50456	50456	escherichia_coli.k32.S_local.k_10.d_2.M_runs.C_EliasFano
escherichia_coli.k32	local	10	2	runs	bzip	524800	540682	540673	9	1	50448	52	50500	50456	escherichia_coli.k32.S_local.k_10.d_2.M_runs.C_bzip
escherichia_coli.k32	local	10	2	runs	rrr	524800	540682	540673	9	1	50448	2475	52923	50456	escherichia_coli.k32.S_local.k_10.d_2.M_runs.C_rrr
escherichia_coli.k32	local	10	2	runs	xz	524800	540682	540673	9	1	50448	224	50672	50456	escherichia_coli.k32.S_local.k_10.d_2.M_runs.C_xz
escherichia_coli.k32	local	10	2	runsapprox	EliasFano	524800	540682	540673	9	1	50448	8	50456	50456	escherichia_coli.k32.S_local.k_10.d_2.M_runsapprox.C_EliasFano
escherichia_coli.k32	local	10	2	runsapprox	bzip	524800	540682	540673	9	1	50448	52	50500	50456	escherichia_coli.k32.S_local.k_10.d_2.M_runsapprox.C_bzip
escherichia_coli.k32	local	10	2	runsapprox	rrr	524800	540682	540673	9	1	50448	2475	52923	50456	escherichia_coli.k32.S_local.k_10.d_2.M_runsapprox.C_rrr
escherichia_coli.k32	local	10	2	runsapprox	xz	524800	540682	540673	9	1	50448	224	50672	50456	escherichia_coli.k32.S_local.k_10.d_2.M_runsapprox.C_xz
escherichia_coli.k32	local	10	2	zeros	EliasFano	524800	540682	524800	15882	4276	50440	8616	59056	59132	escherichia_coli.k32.S_local.k_10.d_2.M_zeros.C_EliasFano
escherichia_coli.k32	local	10	2	zeros	bzip	524800	540682	524800	15882	4276	50440	5204	55644	59132	escherichia_coli.k32.S_local.k_10.d_2.M_zeros.C_bzip
escherichia_coli.k32	local	10	2	zeros	rrr	524800	540682	524800	15882	4276	50440	10083	60523	59132	escherichia_coli.k32.S_local.k_10.d_2.M_zeros.C_rrr
escherichia_coli.k32	local	10	2	zeros	xz	524800	540682	524800	15882	4276	50440	7368	57808	59132	escherichia_coli.k32.S_local.k_10.d_2.M_zeros.C_xz
escherichia_coli.k32	local	10	3	default	EliasFano	524800	540574	524800	15774	8829	55496	15384	70880	68848	escherichia_coli.k32.S_local.k_10.d_3.M_default.C_EliasFano
escherichia_coli.k32	local	10	3	default	bzip	524800	540574	524800	15774	8829	55496	6607	62103	68848	escherichia_coli.k32.S_local.k_10.d_3.M_default.C_bzip
escherichia_coli.k32	local	10	3	default	rrr	524800	540574	524800	15774	8829	55496	11619	67115	68848	escherichia_coli.k32.S_local.k_10.d_3.M_default.C_rrr
escherichia_coli.k32	local	10	3	default	xz	524800	540574	524800	15774	8829	55496	11084	66580	68848	escherichia_coli.k32.S_local.k_10.d_3.M_default.C_xz
escherichia_coli.k32	local	10	3	ones	EliasFano	524800	540574	540565	9	1	55496	8	55504	55500	escherichia_coli.k32.S_local.k_10.d_3.M_ones.C_EliasFano
escherichia_coli.k32	local	10	3	ones	bzip	524800	540574	540565	9	1	55496	52	55548	55500	escherichia_coli.k32.S_local.k_10.d_3.M_ones.C_bzip
escherichia_coli.k32	local	10	3	ones	rrr	524800	540574	540565	9	1	55496	2459	57955	55500	escherichia_coli.k32.S_local.k_10.d_3.M_ones.C_rrr
escherichia_coli.k32	local	10	3	ones	xz	524800	540574	540565	9	1	55496	216	55712	55500	escherichia_coli.k32.S_local.k_10.d_3.M_ones.C_xz
escherichia_coli.k32	local	10	3	runs	EliasFano	524800	540574	540565	9	1	55504	8	55512	55508	escherichia_coli.k32.S_local.k_10.d_3.M_runs.C_EliasFano
