genome	k	S_alg	algorithm	camel_DS	d	M_alg	kmer_count	l	o	z	r	S_xz_bytes	M_xz_bytes	enc1_xz_bytes	enc2_xz_bytes	tigs_ns	tigs_cl	enc0_xz_bytes	camel_mem_bytes	camel_real_s	camel_usr_s	camel_sys_s	pref0	pref
E. coli pangenome	10	local	local	na	5	runs	524800	537723	537714	9	1	51036	212	51248	51044	na	na	na	1007464000	111.54	100.45	0.94	escherichia_coli.k32.S_local.k_10.d_5	escherichia_coli.k32.S_local.k_10.d_5.M_runs
E. coli pangenome	10	matchtigs	matchtigs	na	na	default	524800	526818	526809	9	1	142316	212	142528	142320	1	526818	142316	na	na	na	na	escherichia_coli.k32.S_matchtigs.k_10.d_na	escherichia_coli.k32.S_matchtigs.k_10.d_na.M_default
E. coli pangenome	10	matchtigs	matchtigs	na	na	ones	524800	526818	526809	9	1	142316	212	142528	142320	1	526818	142316	na	na	na	na	escherichia_coli.k32.S_matchtigs.k_10.d_na	escherichia_coli.k32.S_matchtigs.k_10.d_na.M_ones
E. coli pangenome	10	matchtigs	matchtigs	na	na	runs	524800	526818	526809	9	1	142316	212	142528	142320	1	526818	142316	na	na	na	na	escherichia_coli.k32.S_matchtigs.k_10.d_na	escherichia_coli.k32.S_matchtigs.k_10.d_na.M_runs
E. coli pangenome	10	matchtigs	matchtigs	na	na	zeros	524800	526818	524800	2018	1241	142316	3844	146160	143228	1	526818	142316	na	na	na	na	escherichia_coli.k32.S_matchtigs.k_10.d_na	escherichia_coli.k32.S_matchtigs.k_10.d_na.M_zeros
E. coli pangenome	10	prophasm	prophasm	na	na	default	524800	549127	524800	24327	2703	41872	3900	45772	51320	2703	549127	44308	na	na	na	na	escherichia_coli.k32.S_prophasm.k_10.d_na	escherichia_coli.k32.S_prophasm.k_10.d_na.M_default
E. coli pangenome	10	prophasm	prophasm	na	na	ones	524800	549127	549118	9	1	41872	216	42088	41884	2703	549127	44308	na	na	na	na	escherichia_coli.k32.S_prophasm.k_10.d_na	escherichia_coli.k32.S_prophasm.k_10.d_na.M_ones
E. coli pangenome	10	prophasm	prophasm	na	na	runs	524800	549127	549118	9	1	41872	216	42088	41884	2703	549127	44308	na	na	na	na	escherichia_coli.k32.S_prophasm.k_10.d_na	escherichia_coli.k32.S_prophasm.k_10.d_na.M_runs
E. coli pangenome	10	prophasm	prophasm	na	na	zeros	524800	549127	524800	24327	4920	41872	8084	49956	54504	2703	549127	44308	na	na	na	na	escherichia_coli.k32.S_prophasm.k_10.d_na	escherichia_coli.k32.S_prophasm.k_10.d_na.M_zeros
E. coli pangenome	11	eulertigs	eulertigs	na	na	default	2096847	2099347	2096847	2500	250	555456	1460	556916	556276	250	2099347	555640	na	na	na	na	escherichia_coli.k32.S_eulertigs.k_11.d_na	escherichia_coli.k32.S_eulertigs.k_11.d_na.M_default
E. coli pangenome	11	eulertigs	eulertigs	na	na	ones	2096847	2099347	2099187	160	143	555456	992	556448	555704	250	2099347	555640	na	na	na	na	escherichia_coli.k32.S_eulertigs.k_11.d_na	escherichia_coli.k32.S_eulertigs.k_11.d_na.M_ones
E. coli pangenome	11	eulertigs	eulertigs	na	na	runs	2096847	2099347	2099008	339	108	555456	968	556424	555660	250	2099347	555640	na	na	na	na	escherichia_coli.k32.S_eulertigs.k_11.d_na	escherichia_coli.k32.S_eulertigs.k_11.d_na.M_runs
E. coli pangenome	11	eulertigs	eulertigs	na	na	zeros	2096847	2099347	2096847	2500	1630	555456	5964	561420	558824	250	2099347	555640	na	na	na	na	escherichia_coli.k32.S_eulertigs.k_11.d_na	escherichia_coli.k32.S_eulertigs.k_11.d_na.M_zeros
E. coli pangenome	11	greedy	glob-greedy	HT	na	default	2096847	2097192	2096847	345	253	574340	1636	575976	572780	na	na	na	138744000	75.26	73.21	0.58	escherichia_coli.k32.S_greedy.k_11.d_na	escherichia_coli.k32.S_greedy.k_11.d_na.M_default
E. coli pangenome	11	greedy	glob-greedy	HT	na	ones	2096847	2097192	2096899	293	247	574340	1604	575944	574276	na	na	na	138744000	75.26	73.21	0.58	escherichia_coli.k32.S_greedy.k_11.d_na	escherichia_coli.k32.S_greedy.k_11.d_na.M_ones
E. coli pangenome	11	greedy	glob-greedy	HT	na	runs	2096847	2097192	2096896	296	244	574340	1600	575940	573180	na	na	na	138744000	75.26	73.21	0.58	escherichia_coli.k32.S_greedy.k_11.d_na	escherichia_coli.k32.S_greedy.k_11.d_na.M_runs
E. coli pangenome	11	greedytigs	greedytigs	na	na	default	2096847	2098501	2098491	10	1	553192	444	553636	553200	1	2098501	553192	na	na	na	na	escherichia_coli.k32.S_greedytigs.k_11.d_na	escherichia_coli.k32.S_greedytigs.k_11.d_na.M_default
E. coli pangenome	11	greedytigs	greedytigs	na	na	ones	2096847	2098501	2098491	10	1	553192	444	553636	553200	1	2098501	553192	na	na	na	na	escherichia_coli.k32.S_greedytigs.k_11.d_na	escherichia_coli.k32.S_greedytigs.k_11.d_na.M_ones
E. coli pangenome	11	greedytigs	greedytigs	na	na	runs	2096847	2098501	2098491	10	1	553192	444	553636	553200	1	2098501	553192	na	na	na	na	escherichia_coli.k32.S_greedytigs.k_11.d_na	escherichia_coli.k32.S_greedytigs.k_11.d_na.M_runs
E. coli pangenome	11	greedytigs	greedytigs	na	na	zeros	2096847	2098501	2096847	1654	1089	553192	4492	557684	555684	1	2098501	553192	na	na	na	na	escherichia_coli.k32.S_greedytigs.k_11.d_na	escherichia_coli.k32.S_greedytigs.k_11.d_na.M_zeros
E. coli pangenome	11	local	local	na	1	default	2096847	2175417	2096847	78570	7857	186632	9408	196040	215088	na	na	na	1336524000	145.23	132.67	1.13	escherichia_coli.k32.S_local.k_11.d_1	escherichia_coli.k32.S_local.k_11.d_1.M_default
E. coli pangenome	11	local	local	na	1	ones	2096847	2175417	2175234	183	163	186632	1184	187816	185584	na	na	na	1336524000	145.23	132.67	1.13	escherichia_coli.k32.S_local.k_11.d_1	escherichia_coli.k32.S_local.k_11.d_1.M_ones
E. coli pangenome	11	local	local	na	1	runs	2096847	2175417	2175185	232	153	186632	1184	187816	185512	na	na	na	1336524000	145.23	132.67	1.13	escherichia_coli.k32.S_local.k_11.d_1	escherichia_coli.k32.S_local.k_11.d_1.M_runs
E. coli pangenome	11	local	local	na	2	default	2096847	2140773	2096847	43926	10041	170528	13952	184480	190440	na	na	na	1336340000	137.54	126.38	0.99	escherichia_coli.k32.S_local.k_11.d_2	escherichia_coli.k32.S_local.k_11.d_2.M_default
E. coli pangenome	11	local	local	na	2	ones	2096847	2140773	2140555	218	208	170528	1368	171896	170476	na	na	na	1336340000	137.54	126.38	0.99	escherichia_coli.k32.S_local.k_11.d_2	escherichia_coli.k32.S_local.k_11.d_2.M_ones
E. coli pangenome	11	local	local	na	2	runs	2096847	2140773	2140553	220	206	170528	1364	171892	170344	na	na	na	1336340000	137.54	126.38	0.99	escherichia_coli.k32.S_local.k_11.d_2	escherichia_coli.k32.S_local.k_11.d_2.M_runs
E. coli pangenome	11	local	local	na	3	default	2096847	2128707	2096847	31860	14849	165148	21464	186612	193372	na	na	na	1336408000	145.66	131.62	0.88	escherichia_coli.k32.S_local.k_11.d_3	escherichia_coli.k32.S_local.k_11.d_3.M_default
E. coli pangenome	11	local	local	na	3	ones	2096847	2128707	2128459	248	231	165148	1440	166588	166352	na	na	na	1336408000	145.66	131.62	0.88	escherichia_coli.k32.S_local.k_11.d_3	escherichia_coli.k32.S_local.k_11.d_3.M_ones
E. coli pangenome	11	local	local	na	3	runs	2096847	2128707	2128452	255	229	165148	1440	166588	166356	na	na	na	1336408000	145.66	131.62	0.88	escherichia_coli.k32.S_local.k_11.d_3	escherichia_coli.k32.S_local.k_11.d_3.M_runs
E. coli pangenome	11	local	local	na	4	default	2096847	2131249	2096847	34402	22024	181640	30392	212032	219784	na	na	na	1336468000	143.7	130.33	1.04	escherichia_coli.k32.S_local.k_11.d_4	escherichia_coli.k32.S_local.k_11.d_4.M_default
E. coli pangenome	11	local	local	na	4	ones	2096847	2131249	2131038	211	194	181640	1324	182964	181796	na	na	na	1336468000	143.7	130.33	1.04	escherichia_coli.k32.S_local.k_11.d_4	escherichia_coli.k32.S_local.k_11.d_4.M_ones
E. coli pangenome	11	local	local	na	4	runs	2096847	2131249	2131038	211	194	181640	1324	182964	181796	na	na	na	1336468000	143.7	130.33	1.04	escherichia_coli.k32.S_local.k_11.d_4	escherichia_coli.k32.S_local.k_11.d_4.M_runs
E. coli pangenome	11	local	local	na	5	default	2096847	2140381	2096847	43534	30909	191032	38840	229872	243304	na	na	na	1336304000	146.58	133.09	1.12	escherichia_coli.k32.S_local.k_11.d_5	escherichia_coli.k32.S_local.k_11.d_5.M_default
E. coli pangenome	11	local	local	na	5	ones	2096847	2140381	2140189	192	181	191032	1192	192224	190988	na	na	na	1336304000	146.58	133.09	1.12	escherichia_coli.k32.S_local.k_11.d_5	escherichia_coli.k32.S_local.k_11.d_5.M_ones
E. coli pangenome	11	local	local	na	5	runs	2096847	2140381	2140177	204	178	191032	1196	192228	190992	na	na	na	1336304000	146.58	133.09	1.12	escherichia_coli.k32.S_local.k_11.d_5	escherichia_coli.k32.S_local.k_11.d_5.M_runs
E. coli pangenome	11	matchtigs	matchtigs	na	na	default	2096847	2098363	2098313	50	5	551144	468	551612	553460	5	2098363	553376	na	na	na	na	escherichia_coli.k32.S_matchtigs.k_11.d_na	escherichia_coli.k32.S_matchtigs.k_11.d_na.M_default
E. coli pangenome	11	matchtigs	matchtigs	na	na	ones	2096847	2098363	2098349	14	4	551144	456	551600	553488	5	2098363	553376	na	na	na	na	escherichia_coli.k32.S_matchtigs.k_11.d_na	escherichia_coli.k32.S_matchtigs.k_11.d_na.M_ones
E. coli pangenome	11	matchtigs	matchtigs	na	na	runs	2096847	2098363	2098346	17	3	551144	460	551604	553472	5	2098363	553376	na	na	na	na	escherichia_coli.k32.S_matchtigs.k_11.d_na	escherichia_coli.k32.S_matchtigs.k_11.d_na.M_runs
E. coli pangenome	11	matchtigs	matchtigs	na	na	zeros	2096847	2098363	2096847	1516	993	551144	4232	555376	555572	5	2098363	553376	na	na	na	na	escherichia_coli.k32.S_matchtigs.k_11.d_na	escherichia_coli.k32.S_matchtigs.k_11.d_na.M_zeros
E. coli pangenome	11	prophasm	prophasm	na	na	default	2096847	2178417	2096847	81570	8157	189312	11080	200392	220300	8157	2178417	193264	na	na	na	na	escherichia_coli.k32.S_prophasm.k_11.d_na	escherichia_coli.k32.S_prophasm.k_11.d_na.M_default
E. coli pangenome	11	prophasm	prophasm	na	na	ones	2096847	2178417	2178213	204	184	189312	1256	190568	189628	8157	2178417	193264	na	na	na	na	escherichia_coli.k32.S_prophasm.k_11.d_na	escherichia_coli.k32.S_prophasm.k_11.d_na.M_ones
E. coli pangenome	11	prophasm	prophasm	na	na	runs	2096847	2178417	2178100	317	159	189312	1240	190552	189416	8157	2178417	193264	na	na	na	na	escherichia_coli.k32.S_prophasm.k_11.d_na	escherichia_coli.k32.S_prophasm.k_11.d_na.M_runs
E. coli pangenome	11	prophasm	prophasm	na	na	zeros	2096847	2178417	2096847	81570	15124	189312	25180	214492	228628	8157	2178417	193264	na	na	na	na	escherichia_coli.k32.S_prophasm.k_11.d_na	escherichia_coli.k32.S_prophasm.k_11.d_na.M_zeros
E. coli pangenome	12	eulertigs	eulertigs	na	na	default	8291453	8911556	8291453	620103	56373	2333544	100528	2434072	2446396	56373	8911556	2401640	na	na	na	na	escherichia_coli.k32.S_eulertigs.k_12.d_na	escherichia_coli.k32.S_eulertigs.k_12.d_na.M_default
E. coli pangenome	12	eulertigs	eulertigs	na	na	ones	8291453	8911556	8836305	75251	57789	2333544	99956	2433500	2408944	56373	8911556	2401640	na	na	na	na	escherichia_coli.k32.S_eulertigs.k_12.d_na	escherichia_coli.k32.S_eulertigs.k_12.d_na.M_ones
E. coli pangenome	12	eulertigs	eulertigs	na	na	runs	8291453	8911556	8751689	159867	35591	2333544	88968	2422512	2404220	56373	8911556	2401640	na	na	na	na	escherichia_coli.k32.S_eulertigs.k_12.d_na	escherichia_coli.k32.S_eulertigs.k_12.d_na.M_runs
E. coli pangenome	12	eulertigs	eulertigs	na	na	zeros	8291453	8911556	8291453	620103	289854	2333544	350704	2684248	2676076	56373	8911556	2401640	na	na	na	na	escherichia_coli.k32.S_eulertigs.k_12.d_na	escherichia_coli.k32.S_eulertigs.k_12.d_na.M_zeros
E. coli pangenome	12	greedy	glob-greedy	HT	na	default	8291453	8388520	8291453	97067	56375	2285340	140236	2425576	2340912	na	na	na	586696000	103.88	97.7	0.51	escherichia_coli.k32.S_greedy.k_12.d_na	escherichia_coli.k32.S_greedy.k_12.d_na.M_default
E. coli pangenome	12	greedy	glob-greedy	HT	na	ones	8291453	8388520	8328965	59555	47756	2285340	119672	2405012	2348176	na	na	na	586696000	103.88	97.7	0.51	escherichia_coli.k32.S_greedy.k_12.d_na	escherichia_coli.k32.S_greedy.k_12.d_na.M_ones
E. coli pangenome	12	greedy	glob-greedy	HT	na	runs	8291453	8388520	8324746	63774	45706	2285340	118956	2404296	2322968	na	na	na	586696000	103.88	97.7	0.51	escherichia_coli.k32.S_greedy.k_12.d_na	escherichia_coli.k32.S_greedy.k_12.d_na.M_runs
E. coli pangenome	12	greedytigs	greedytigs	na	na	default	8291453	8525876	8525722	154	14	2218196	1468	2219664	2218092	14	8525876	2218204	na	na	na	na	escherichia_coli.k32.S_greedytigs.k_12.d_na	escherichia_coli.k32.S_greedytigs.k_12.d_na.M_default
E. coli pangenome	12	greedytigs	greedytigs	na	na	ones	8291453	8525876	8525790	86	46	2218196	1524	2219720	2217856	14	8525876	2218204	na	na	na	na	escherichia_coli.k32.S_greedytigs.k_12.d_na	escherichia_coli.k32.S_greedytigs.k_12.d_na.M_ones
E. coli pangenome	12	greedytigs	greedytigs	na	na	runs	8291453	8525876	8525722	154	14	2218196	1468	2219664	2218092	14	8525876	2218204	na	na	na	na	escherichia_coli.k32.S_greedytigs.k_12.d_na	escherichia_coli.k32.S_greedytigs.k_12.d_na.M_runs
E. coli pangenome	12	greedytigs	greedytigs	na	na	zeros	8291453	8525876	8291453	234423	157012	2218196	260464	2478660	2433832	14	8525876	2218204	na	na	na	na	escherichia_coli.k32.S_greedytigs.k_12.d_na	escherichia_coli.k32.S_greedytigs.k_12.d_na.M_zeros
E. coli pangenome	12	local	local	na	1	default	8291453	9088282	8291453	796829	72439	1223172	105192	1328364	1404992	na	na	na	2687832000	175.27	161.02	1.56	escherichia_coli.k32.S_local.k_12.d_1	escherichia_coli.k32.S_local.k_12.d_1.M_default
E. coli pangenome	12	local	local	na	1	ones	8291453	9088282	9016142	72140	56419	1223172	96128	1319300	1292028	na	na	na	2687832000	175.27	161.02	1.56	escherichia_coli.k32.S_local.k_12.d_1	escherichia_coli.k32.S_local.k_12.d_1.M_ones
E. coli pangenome	12	local	local	na	1	runs	8291453	9088282	8939202	149080	36346	1223172	87704	1310876	1291004	na	na	na	2687832000	175.27	161.02	1.56	escherichia_coli.k32.S_local.k_12.d_1	escherichia_coli.k32.S_local.k_12.d_1.M_runs
E. coli pangenome	12	local	local	na	2	default	8291453	8728231	8291453	436778	124538	1038328	169324	1207652	1251732	na	na	na	2687856000	169.28	156.61	1.73	escherichia_coli.k32.S_local.k_12.d_2	escherichia_coli.k32.S_local.k_12.d_2.M_default
E. coli pangenome	12	local	local	na	2	ones	8291453	8728231	8673775	54456	49021	1038328	97848	1136176	1110612	na	na	na	2687856000	169.28	156.61	1.73	escherichia_coli.k32.S_local.k_12.d_2	escherichia_coli.k32.S_local.k_12.d_2.M_ones
E. coli pangenome	12	local	local	na	2	runs	8291453	8728231	8659311	68920	44191	1038328	97444	1135772	1111408	na	na	na	2687856000	169.28	156.61	1.73	escherichia_coli.k32.S_local.k_12.d_2	escherichia_coli.k32.S_local.k_12.d_2.M_runs
E. coli pangenome	12	local	local	na	3	default	8291453	8606651	8291453	315198	133403	1002392	177596	1179988	1196968	na	na	na	2687832000	175.33	160.58	1.71	escherichia_coli.k32.S_local.k_12.d_3	escherichia_coli.k32.S_local.k_12.d_3.M_default
E. coli pangenome	12	local	local	na	3	ones	8291453	8606651	8554315	52336	47791	1002392	99728	1102120	1073944	na	na	na	2687832000	175.33	160.58	1.71	escherichia_coli.k32.S_local.k_12.d_3	escherichia_coli.k32.S_local.k_12.d_3.M_ones
E. coli pangenome	12	local	local	na	3	runs	8291453	8606651	8548725	57926	45861	1002392	99820	1102212	1075644	na	na	na	2687832000	175.33	160.58	1.71	escherichia_coli.k32.S_local.k_12.d_3	escherichia_coli.k32.S_local.k_12.d_3.M_runs
E. coli pangenome	12	local	local	na	4	default	8291453	8579247	8291453	287794	143693	995668	188436	1184104	1193320	na	na	na	2687832000	183.8	165.13	1.65	escherichia_coli.k32.S_local.k_12.d_4	escherichia_coli.k32.S_local.k_12.d_4.M_default
E. coli pangenome	12	local	local	na	4	ones	8291453	8579247	8528545	50702	46144	995668	95224	1090892	1064444	na	na	na	2687832000	183.8	165.13	1.65	escherichia_coli.k32.S_local.k_12.d_4	escherichia_coli.k32.S_local.k_12.d_4.M_ones
E. coli pangenome	12	local	local	na	4	runs	8291453	8579247	8525317	53930	44825	995668	95452	1091120	1064820	na	na	na	2687832000	183.8	165.13	1.65	escherichia_coli.k32.S_local.k_12.d_4	escherichia_coli.k32.S_local.k_12.d_4.M_runs
E. coli pangenome	12	local	local	na	5	default	8291453	8573049	8291453	281596	150034	991432	193732	1185164	1196608	na	na	na	2687816000	183.75	164.23	1.62	escherichia_coli.k32.S_local.k_12.d_5	escherichia_coli.k32.S_local.k_12.d_5.M_default
E. coli pangenome	12	local	local	na	5	ones	8291453	8573049	8523653	49396	44991	991432	94132	1085564	1059932	na	na	na	2687816000	183.75	164.23	1.62	escherichia_coli.k32.S_local.k_12.d_5	escherichia_coli.k32.S_local.k_12.d_5.M_ones
E. coli pangenome	12	local	local	na	5	runs	8291453	8573049	8521571	51478	44012	991432	94296	1085728	1058128	na	na	na	2687816000	183.75	164.23	1.62	escherichia_coli.k32.S_local.k_12.d_5	escherichia_coli.k32.S_local.k_12.d_5.M_runs
E. coli pangenome	12	prophasm	prophasm	na	na	default	8291453	9083178	8291453	791725	71975	1241772	108392	1350164	1416596	71975	9083178	1293720	na	na	na	na	escherichia_coli.k32.S_prophasm.k_12.d_na	escherichia_coli.k32.S_prophasm.k_12.d_na.M_default
E. coli pangenome	12	prophasm	prophasm	na	na	ones	8291453	9083178	9007045	76133	58840	1241772	102840	1344612	1316092	71975	9083178	1293720	na	na	na	na	escherichia_coli.k32.S_prophasm.k_12.d_na	escherichia_coli.k32.S_prophasm.k_12.d_na.M_ones
E. coli pangenome	12	prophasm	prophasm	na	na	runs	8291453	9083178	8924046	159132	37038	1241772	93552	1335324	1313884	71975	9083178	1293720	na	na	na	na	escherichia_coli.k32.S_prophasm.k_12.d_na	escherichia_coli.k32.S_prophasm.k_12.d_na.M_runs
E. coli pangenome	12	prophasm	prophasm	na	na	zeros	8291453	9083178	8291453	791725	157084	1241772	232628	1474400	1532888	71975	9083178	1293720	na	na	na	na	escherichia_coli.k32.S_prophasm.k_12.d_na	escherichia_coli.k32.S_prophasm.k_12.d_na.M_zeros
E. coli pangenome	13	eulertigs	eulertigs	na	na	default	28433782	45856726	28433782	17422944	1451912	12073244	1437840	13511084	14192184	1451912	45856726	13147924	na	na	na	na	escherichia_coli.k32.S_eulertigs.k_13.d_na	escherichia_coli.k32.S_eulertigs.k_13.d_na.M_default
E. coli pangenome	13	eulertigs	eulertigs	na	na	ones	28433782	45856726	41690567	4166159	2570772	12073244	2652484	14725728	14556904	1451912	45856726	13147924	na	na	na	na	escherichia_coli.k32.S_eulertigs.k_13.d_na	escherichia_coli.k32.S_eulertigs.k_13.d_na.M_ones
E. coli pangenome	13	eulertigs	eulertigs	na	na	runs	28433782	45856726	37317574	8539152	1201195	12073244	2004176	14077420	13990928	1451912	45856726	13147924	na	na	na	na	escherichia_coli.k32.S_eulertigs.k_13.d_na	escherichia_coli.k32.S_eulertigs.k_13.d_na.M_runs
E. coli pangenome	13	eulertigs	eulertigs	na	na	zeros	28433782	45856726	28433782	17422944	4991592	12073244	4372980	16446224	16582664	1451912	45856726	13147924	na	na	na	na	escherichia_coli.k32.S_eulertigs.k_13.d_na	escherichia_coli.k32.S_eulertigs.k_13.d_na.M_zeros
E. coli pangenome	13	greedy	glob-greedy	HT	na	default	28433782	31082147	28433782	2648365	1451919	8281964	1802652	10084616	9976284	na	na	na	1558696000	173.29	157.99	1.03	escherichia_coli.k32.S_greedy.k_13.d_na	escherichia_coli.k32.S_greedy.k_13.d_na.M_default
E. coli pangenome	13	greedy	glob-greedy	HT	na	ones	28433782	31082147	29718360	1363787	1036615	8281964	1375384	9657348	9467956	na	na	na	1558696000	173.29	157.99	1.03	escherichia_coli.k32.S_greedy.k_13.d_na	escherichia_coli.k32.S_greedy.k_13.d_na.M_ones
E. coli pangenome	13	greedy	glob-greedy	HT	na	runs	28433782	31082147	29611110	1471037	976856	8281964	1363964	9645928	9462928	na	na	na	1558696000	173.29	157.99	1.03	escherichia_coli.k32.S_greedy.k_13.d_na	escherichia_coli.k32.S_greedy.k_13.d_na.M_runs
E. coli pangenome	13	greedytigs	greedytigs	na	na	default	28433782	33155379	33138111	17268	1439	8736012	11752	8747764	8739668	1439	33155379	8744188	na	na	na	na	escherichia_coli.k32.S_greedytigs.k_13.d_na	escherichia_coli.k32.S_greedytigs.k_13.d_na.M_default
E. coli pangenome	13	greedytigs	greedytigs	na	na	ones	28433782	33155379	33148633	6746	3679	8736012	14084	8750096	8674968	1439	33155379	8744188	na	na	na	na	escherichia_coli.k32.S_greedytigs.k_13.d_na	escherichia_coli.k32.S_greedytigs.k_13.d_na.M_ones
E. coli pangenome	13	greedytigs	greedytigs	na	na	runs	28433782	33155379	33142139	13240	1439	8736012	12088	8748100	8753808	1439	33155379	8744188	na	na	na	na	escherichia_coli.k32.S_greedytigs.k_13.d_na	escherichia_coli.k32.S_greedytigs.k_13.d_na.M_runs
E. coli pangenome	13	greedytigs	greedytigs	na	na	zeros	28433782	33155379	28433782	4721597	2557252	8736012	2438008	11174020	11087696	1439	33155379	8744188	na	na	na	na	escherichia_coli.k32.S_greedytigs.k_13.d_na	escherichia_coli.k32.S_greedytigs.k_13.d_na.M_zeros
E. coli pangenome	13	local	local	na	1	default	28433782	45859426	28433782	17425644	1452137	11140640	1303468	12444108	13014036	na	na	na	6465904000	288.83	270	3.41	escherichia_coli.k32.S_local.k_13.d_1	escherichia_coli.k32.S_local.k_13.d_1.M_default
E. coli pangenome	13	local	local	na	1	ones	28433782	45859426	41787229	4072197	2527235	11140640	2545992	13686632	13572244	na	na	na	6465904000	288.83	270	3.41	escherichia_coli.k32.S_local.k_13.d_1	escherichia_coli.k32.S_local.k_13.d_1.M_ones
E. coli pangenome	13	local	local	na	1	runs	28433782	45859426	37354703	8504723	1169722	11140640	1917012	13057652	13016724	na	na	na	6465904000	288.83	270	3.41	escherichia_coli.k32.S_local.k_13.d_1	escherichia_coli.k32.S_local.k_13.d_1.M_runs
E. coli pangenome	13	local	local	na	2	default	28433782	36803066	28433782	8369284	2316897	8364876	1843296	10208172	10376640	na	na	na	6465868000	276.19	261.2	3.33	escherichia_coli.k32.S_local.k_13.d_2	escherichia_coli.k32.S_local.k_13.d_2.M_default
E. coli pangenome	13	local	local	na	2	ones	28433782	36803066	34484818	2318248	1684235	8364876	1755312	10120188	9952128	na	na	na	6465868000	276.19	261.2	3.33	escherichia_coli.k32.S_local.k_13.d_2	escherichia_coli.k32.S_local.k_13.d_2.M_ones
E. coli pangenome	13	local	local	na	2	runs	28433782	36803066	33130287	3672779	1213521	8364876	1594964	9959840	9837744	na	na	na	6465868000	276.19	261.2	3.33	escherichia_coli.k32.S_local.k_13.d_2	escherichia_coli.k32.S_local.k_13.d_2.M_runs
E. coli pangenome	13	local	local	na	3	default	28433782	34205278	28433782	5771496	2442701	7575828	1907292	9483120	9515240	na	na	na	6465728000	305.56	284.36	3.56	escherichia_coli.k32.S_local.k_13.d_3	escherichia_coli.k32.S_local.k_13.d_3.M_default
