pref	genome	rate	S_alg	k	d	M_alg	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
escherichia_coli.k32.r_0.01.S_local.k_9.d_3.M_default	escherichia_coli.k32	0.01	local	9	3	default	0.00	0.00	0.00	100%	1336	0	0	0.008427
escherichia_coli.k32.r_0.01.S_local.k_9.d_3.M_ones	escherichia_coli.k32	0.01	local	9	3	ones	0.00	0.00	0.00	66%	4076	16	0	0.010373
escherichia_coli.k32.r_0.01.S_local.k_9.d_3.M_runsapprox	escherichia_coli.k32	0.01	local	9	3	runsapprox	0.00	0.00	0.00	85%	4388	0	0	0.010995
escherichia_coli.k32.r_0.05.S_local.k_9.d_3.M_default	escherichia_coli.k32	0.05	local	9	3	default	0.00	0.00	0.00	100%	1360	0	0	0.008977
escherichia_coli.k32.r_0.05.S_local.k_9.d_3.M_ones	escherichia_coli.k32	0.05	local	9	3	ones	0.01	0.00	0.00	80%	4220	48	0	0.013644
escherichia_coli.k32.r_0.05.S_local.k_9.d_3.M_runsapprox	escherichia_coli.k32	0.05	local	9	3	runsapprox	0.01	0.00	0.01	100%	4980	0	0	0.014416
escherichia_coli.k32.r_0.1.S_local.k_9.d_3.M_default	escherichia_coli.k32	0.1	local	9	3	default	0.00	0.00	0.00	100%	1376	0	0	0.009092
escherichia_coli.k32.r_0.1.S_local.k_9.d_3.M_ones	escherichia_coli.k32	0.1	local	9	3	ones	0.02	0.00	0.00	37%	4456	80	0	0.027702
escherichia_coli.k32.r_0.1.S_local.k_9.d_3.M_runsapprox	escherichia_coli.k32	0.1	local	9	3	runsapprox	0.01	0.00	0.01	92%	5672	0	0	0.018047
escherichia_coli.k32.r_0.2.S_local.k_9.d_3.M_default	escherichia_coli.k32	0.2	local	9	3	default	0.00	0.00	0.00	100%	1384	0	0	0.00871
escherichia_coli.k32.r_0.2.S_local.k_9.d_3.M_ones	escherichia_coli.k32	0.2	local	9	3	ones	0.02	0.00	0.01	61%	4712	120	0	0.02506
escherichia_coli.k32.r_0.2.S_local.k_9.d_3.M_runsapprox	escherichia_coli.k32	0.2	local	9	3	runsapprox	0.02	0.00	0.01	96%	7104	0	0	0.028746
escherichia_coli.k32.r_0.3.S_local.k_9.d_3.M_default	escherichia_coli.k32	0.3	local	9	3	default	0.00	0.00	0.00	100%	1392	0	0	0.009752
escherichia_coli.k32.r_0.3.S_local.k_9.d_3.M_ones	escherichia_coli.k32	0.3	local	9	3	ones	0.03	0.00	0.01	56%	4712	32	0	0.036445
escherichia_coli.k32.r_0.3.S_local.k_9.d_3.M_runsapprox	escherichia_coli.k32	0.3	local	9	3	runsapprox	0.03	0.00	0.03	91%	8004	128	0	0.039673
escherichia_coli.k32.r_0.4.S_local.k_9.d_3.M_default	escherichia_coli.k32	0.4	local	9	3	default	0.00	0.00	0.00	100%	1396	0	0	0.009196
escherichia_coli.k32.r_0.4.S_local.k_9.d_3.M_ones	escherichia_coli.k32	0.4	local	9	3	ones	0.03	0.00	0.01	60%	5224	96	0	0.038344
escherichia_coli.k32.r_0.4.S_local.k_9.d_3.M_runsapprox	escherichia_coli.k32	0.4	local	9	3	runsapprox	0.04	0.00	0.02	70%	10440	88	0	0.050808
escherichia_coli.k32.r_0.5.S_local.k_9.d_3.M_default	escherichia_coli.k32	0.5	local	9	3	default	0.00	0.00	0.00	100%	1404	0	0	0.009413
escherichia_coli.k32.r_0.5.S_local.k_9.d_3.M_ones	escherichia_coli.k32	0.5	local	9	3	ones	0.06	0.00	0.02	42%	5224	216	0	0.065563
escherichia_coli.k32.r_0.5.S_local.k_9.d_3.M_runsapprox	escherichia_coli.k32	0.5	local	9	3	runsapprox	0.09	0.01	0.04	63%	11404	0	0	0.099608
escherichia_coli.k32.r_0.6.S_local.k_9.d_3.M_default	escherichia_coli.k32	0.6	local	9	3	default	0.00	0.00	0.00	80%	1408	0	0	0.011767
escherichia_coli.k32.r_0.6.S_local.k_9.d_3.M_ones	escherichia_coli.k32	0.6	local	9	3	ones	0.03	0.00	0.02	78%	5224	32	0	0.037489
escherichia_coli.k32.r_0.6.S_local.k_9.d_3.M_runsapprox	escherichia_coli.k32	0.6	local	9	3	runsapprox	0.04	0.00	0.04	93%	12500	208	0	0.051989
escherichia_coli.k32.r_0.7.S_local.k_9.d_3.M_default	escherichia_coli.k32	0.7	local	9	3	default	0.00	0.00	0.00	100%	1412	0	0	0.008687
escherichia_coli.k32.r_0.7.S_local.k_9.d_3.M_ones	escherichia_coli.k32	0.7	local	9	3	ones	0.02	0.00	0.01	96%	5224	224	0	0.027719
escherichia_coli.k32.r_0.7.S_local.k_9.d_3.M_runsapprox	escherichia_coli.k32	0.7	local	9	3	runsapprox	0.07	0.00	0.05	82%	13660	32	0	0.074113
escherichia_coli.k32.r_0.8.S_local.k_9.d_3.M_default	escherichia_coli.k32	0.8	local	9	3	default	0.00	0.00	0.00	100%	1412	0	0	0.012036
escherichia_coli.k32.r_0.8.S_local.k_9.d_3.M_ones	escherichia_coli.k32	0.8	local	9	3	ones	0.04	0.00	0.02	64%	6248	272	0	0.047744
escherichia_coli.k32.r_0.8.S_local.k_9.d_3.M_runsapprox	escherichia_coli.k32	0.8	local	9	3	runsapprox	0.07	0.00	0.07	97%	17316	0	0	0.079827
escherichia_coli.k32.r_0.9.S_local.k_9.d_3.M_default	escherichia_coli.k32	0.9	local	9	3	default	0.00	0.00	0.00	100%	1412	0	0	0.011555
escherichia_coli.k32.r_0.9.S_local.k_9.d_3.M_ones	escherichia_coli.k32	0.9	local	9	3	ones	0.02	0.01	0.01	96%	6248	0	0	0.033472
escherichia_coli.k32.r_0.9.S_local.k_9.d_3.M_runsapprox	escherichia_coli.k32	0.9	local	9	3	runsapprox	0.07	0.00	0.05	85%	17912	280	0	0.073081
escherichia_coli.k32.r_1.0.S_local.k_9.d_3.M_default	escherichia_coli.k32	1.0	local	9	3	default	0.00	0.00	0.00	66%	1396	0	0	0.008957
escherichia_coli.k32.r_1.0.S_local.k_9.d_3.M_ones	escherichia_coli.k32	1.0	local	9	3	ones	0.04	0.00	0.01	58%	6248	264	0	0.050134
escherichia_coli.k32.r_1.0.S_local.k_9.d_3.M_runsapprox	escherichia_coli.k32	1.0	local	9	3	runsapprox	0.06	0.01	0.04	96%	18064	0	0	0.06409
escherichia_coli.k32.r_0.000000001.S_local.k_9.d_4.M_default	escherichia_coli.k32	0.000000001	local	9	4	default	0.00	0.00	0.00	100%	1332	0	0	0.008215
escherichia_coli.k32.r_0.000000001.S_local.k_9.d_4.M_ones	escherichia_coli.k32	0.000000001	local	9	4	ones	0.00	0.00	0.00	75%	4056	0	0	0.007399
escherichia_coli.k32.r_0.000000001.S_local.k_9.d_4.M_runsapprox	escherichia_coli.k32	0.000000001	local	9	4	runsapprox	0.00	0.00	0.00	60%	4232	8	0	0.008954
escherichia_coli.k32.r_0.0001.S_local.k_9.d_4.M_default	escherichia_coli.k32	0.0001	local	9	4	default	0.00	0.00	0.00	100%	1324	0	0	0.008221
escherichia_coli.k32.r_0.0001.S_local.k_9.d_4.M_ones	escherichia_coli.k32	0.0001	local	9	4	ones	0.00	0.00	0.00	60%	4056	8	0	0.008614
escherichia_coli.k32.r_0.0001.S_local.k_9.d_4.M_runsapprox	escherichia_coli.k32	0.0001	local	9	4	runsapprox	0.00	0.00	0.00	100%	4236	0	0	0.007319
escherichia_coli.k32.r_0.001.S_local.k_9.d_4.M_default	escherichia_coli.k32	0.001	local	9	4	default	0.00	0.00	0.00	100%	1332	0	0	0.007885
escherichia_coli.k32.r_0.001.S_local.k_9.d_4.M_ones	escherichia_coli.k32	0.001	local	9	4	ones	0.00	0.00	0.00	80%	4056	8	0	0.009402
escherichia_coli.k32.r_0.001.S_local.k_9.d_4.M_runsapprox	escherichia_coli.k32	0.001	local	9	4	runsapprox	0.00	0.00	0.00	100%	4256	0	0	0.007587
escherichia_coli.k32.r_0.01.S_local.k_9.d_4.M_default	escherichia_coli.k32	0.01	local	9	4	default	0.00	0.00	0.00	100%	1336	0	0	0.008253
escherichia_coli.k32.r_0.01.S_local.k_9.d_4.M_ones	escherichia_coli.k32	0.01	local	9	4	ones	0.00	0.00	0.00	66%	4076	16	0	0.009268
escherichia_coli.k32.r_0.01.S_local.k_9.d_4.M_runsapprox	escherichia_coli.k32	0.01	local	9	4	runsapprox	0.00	0.00	0.00	100%	4388	0	0	0.010994
escherichia_coli.k32.r_0.05.S_local.k_9.d_4.M_default	escherichia_coli.k32	0.05	local	9	4	default	0.00	0.00	0.00	100%	1360	0	0	0.00744
escherichia_coli.k32.r_0.05.S_local.k_9.d_4.M_ones	escherichia_coli.k32	0.05	local	9	4	ones	0.00	0.00	0.00	85%	4220	0	0	0.009662
escherichia_coli.k32.r_0.05.S_local.k_9.d_4.M_runsapprox	escherichia_coli.k32	0.05	local	9	4	runsapprox	0.01	0.00	0.00	81%	4980	48	0	0.020618
escherichia_coli.k32.r_0.1.S_local.k_9.d_4.M_default	escherichia_coli.k32	0.1	local	9	4	default	0.00	0.00	0.00	100%	1372	0	0	0.008688
escherichia_coli.k32.r_0.1.S_local.k_9.d_4.M_ones	escherichia_coli.k32	0.1	local	9	4	ones	0.00	0.00	0.00	88%	4456	0	0	0.011675
escherichia_coli.k32.r_0.1.S_local.k_9.d_4.M_runsapprox	escherichia_coli.k32	0.1	local	9	4	runsapprox	0.01	0.00	0.00	80%	5656	72	0	0.01747
escherichia_coli.k32.r_0.2.S_local.k_9.d_4.M_default	escherichia_coli.k32	0.2	local	9	4	default	0.00	0.00	0.00	75%	1380	0	0	0.009558
escherichia_coli.k32.r_0.2.S_local.k_9.d_4.M_ones	escherichia_coli.k32	0.2	local	9	4	ones	0.02	0.00	0.01	50%	4712	80	0	0.030847
escherichia_coli.k32.r_0.2.S_local.k_9.d_4.M_runsapprox	escherichia_coli.k32	0.2	local	9	4	runsapprox	0.04	0.00	0.02	63%	7084	32	0	0.048187
escherichia_coli.k32.r_0.3.S_local.k_9.d_4.M_default	escherichia_coli.k32	0.3	local	9	4	default	0.00	0.00	0.00	100%	1388	0	0	0.010245
escherichia_coli.k32.r_0.3.S_local.k_9.d_4.M_ones	escherichia_coli.k32	0.3	local	9	4	ones	0.03	0.00	0.01	57%	4712	80	0	0.036569
escherichia_coli.k32.r_0.3.S_local.k_9.d_4.M_runsapprox	escherichia_coli.k32	0.3	local	9	4	runsapprox	0.03	0.00	0.02	76%	8004	64	0	0.041987
escherichia_coli.k32.r_0.4.S_local.k_9.d_4.M_default	escherichia_coli.k32	0.4	local	9	4	default	0.00	0.00	0.00	100%	1396	0	0	0.008486
escherichia_coli.k32.r_0.4.S_local.k_9.d_4.M_ones	escherichia_coli.k32	0.4	local	9	4	ones	0.02	0.00	0.02	87%	5224	176	0	0.02787
escherichia_coli.k32.r_0.4.S_local.k_9.d_4.M_runsapprox	escherichia_coli.k32	0.4	local	9	4	runsapprox	0.03	0.00	0.03	97%	10412	0	0	0.03718
escherichia_coli.k32.r_0.5.S_local.k_9.d_4.M_default	escherichia_coli.k32	0.5	local	9	4	default	0.00	0.00	0.00	100%	1400	0	0	0.010287
escherichia_coli.k32.r_0.5.S_local.k_9.d_4.M_ones	escherichia_coli.k32	0.5	local	9	4	ones	0.02	0.00	0.01	95%	5224	0	0	0.023897
escherichia_coli.k32.r_0.5.S_local.k_9.d_4.M_runsapprox	escherichia_coli.k32	0.5	local	9	4	runsapprox	0.06	0.00	0.03	66%	11416	208	0	0.072033
escherichia_coli.k32.r_0.6.S_local.k_9.d_4.M_default	escherichia_coli.k32	0.6	local	9	4	default	0.00	0.00	0.00	80%	1404	0	0	0.010243
escherichia_coli.k32.r_0.6.S_local.k_9.d_4.M_ones	escherichia_coli.k32	0.6	local	9	4	ones	0.03	0.00	0.02	69%	5224	32	0	0.038799
escherichia_coli.k32.r_0.6.S_local.k_9.d_4.M_runsapprox	escherichia_coli.k32	0.6	local	9	4	runsapprox	0.04	0.00	0.03	93%	12920	200	0	0.050826
escherichia_coli.k32.r_0.7.S_local.k_9.d_4.M_default	escherichia_coli.k32	0.7	local	9	4	default	0.00	0.00	0.00	80%	1408	0	0	0.010635
escherichia_coli.k32.r_0.7.S_local.k_9.d_4.M_ones	escherichia_coli.k32	0.7	local	9	4	ones	0.03	0.00	0.02	75%	5224	248	0	0.036206
escherichia_coli.k32.r_0.7.S_local.k_9.d_4.M_runsapprox	escherichia_coli.k32	0.7	local	9	4	runsapprox	0.05	0.00	0.04	89%	13284	0	0	0.062306
escherichia_coli.k32.r_0.8.S_local.k_9.d_4.M_default	escherichia_coli.k32	0.8	local	9	4	default	0.00	0.00	0.00	80%	1412	0	0	0.01098
escherichia_coli.k32.r_0.8.S_local.k_9.d_4.M_ones	escherichia_coli.k32	0.8	local	9	4	ones	0.03	0.00	0.01	66%	6248	176	0	0.037013
escherichia_coli.k32.r_0.8.S_local.k_9.d_4.M_runsapprox	escherichia_coli.k32	0.8	local	9	4	runsapprox	0.07	0.01	0.04	82%	17076	96	0	0.074994
escherichia_coli.k32.r_0.9.S_local.k_9.d_4.M_default	escherichia_coli.k32	0.9	local	9	4	default	0.00	0.00	0.00	80%	1412	0	0	0.011568
escherichia_coli.k32.r_0.9.S_local.k_9.d_4.M_ones	escherichia_coli.k32	0.9	local	9	4	ones	0.04	0.00	0.02	60%	6248	280	0	0.04678
escherichia_coli.k32.r_0.9.S_local.k_9.d_4.M_runsapprox	escherichia_coli.k32	0.9	local	9	4	runsapprox	0.07	0.00	0.05	80%	17960	0	0	0.079219
escherichia_coli.k32.r_1.0.S_local.k_9.d_4.M_default	escherichia_coli.k32	1.0	local	9	4	default	0.00	0.00	0.00	100%	1396	0	0	0.007966
escherichia_coli.k32.r_1.0.S_local.k_9.d_4.M_ones	escherichia_coli.k32	1.0	local	9	4	ones	0.03	0.00	0.02	75%	6248	0	0	0.037267
escherichia_coli.k32.r_1.0.S_local.k_9.d_4.M_runsapprox	escherichia_coli.k32	1.0	local	9	4	runsapprox	0.07	0.01	0.04	82%	18064	264	0	0.078097
escherichia_coli.k32.r_0.000000001.S_local.k_9.d_5.M_default	escherichia_coli.k32	0.000000001	local	9	5	default	0.00	0.00	0.00	100%	1332	0	0	0.007685
escherichia_coli.k32.r_0.000000001.S_local.k_9.d_5.M_ones	escherichia_coli.k32	0.000000001	local	9	5	ones	0.00	0.00	0.00	100%	4056	0	0	0.008033
escherichia_coli.k32.r_0.000000001.S_local.k_9.d_5.M_runs	escherichia_coli.k32	0.000000001	local	9	5	runs	0.00	0.00	0.00	100%	4232	0	0	0.007614
escherichia_coli.k32.r_0.000000001.S_local.k_9.d_5.M_runsapprox	escherichia_coli.k32	0.000000001	local	9	5	runsapprox	0.00	0.00	0.00	60%	4232	8	0	0.008562
escherichia_coli.k32.r_0.0001.S_local.k_9.d_5.M_default	escherichia_coli.k32	0.0001	local	9	5	default	0.00	0.00	0.00	100%	1324	0	0	0.008065
escherichia_coli.k32.r_0.0001.S_local.k_9.d_5.M_ones	escherichia_coli.k32	0.0001	local	9	5	ones	0.00	0.00	0.00	100%	4056	0	0	0.005886
escherichia_coli.k32.r_0.0001.S_local.k_9.d_5.M_runs	escherichia_coli.k32	0.0001	local	9	5	runs	0.00	0.00	0.00	60%	4236	8	0	0.008877
escherichia_coli.k32.r_0.0001.S_local.k_9.d_5.M_runsapprox	escherichia_coli.k32	0.0001	local	9	5	runsapprox	0.00	0.00	0.00	66%	4236	0	0	0.006011
escherichia_coli.k32.r_0.001.S_local.k_9.d_5.M_default	escherichia_coli.k32	0.001	local	9	5	default	0.00	0.00	0.00	100%	1328	0	0	0.007912
escherichia_coli.k32.r_0.001.S_local.k_9.d_5.M_ones	escherichia_coli.k32	0.001	local	9	5	ones	0.00	0.00	0.00	100%	4056	0	0	0.007031
escherichia_coli.k32.r_0.001.S_local.k_9.d_5.M_runs	escherichia_coli.k32	0.001	local	9	5	runs	0.00	0.00	0.00	75%	4256	8	0	0.008035
escherichia_coli.k32.r_0.001.S_local.k_9.d_5.M_runsapprox	escherichia_coli.k32	0.001	local	9	5	runsapprox	0.00	0.00	0.00	100%	4256	0	0	0.008839
escherichia_coli.k32.r_0.01.S_local.k_9.d_5.M_default	escherichia_coli.k32	0.01	local	9	5	default	0.00	0.00	0.00	100%	1336	0	0	0.007575
escherichia_coli.k32.r_0.01.S_local.k_9.d_5.M_ones	escherichia_coli.k32	0.01	local	9	5	ones	0.00	0.00	0.00	66%	4076	16	0	0.009818
escherichia_coli.k32.r_0.01.S_local.k_9.d_5.M_runs	escherichia_coli.k32	0.01	local	9	5	runs	0.00	0.00	0.00	100%	4724	0	0	0.009658
escherichia_coli.k32.r_0.01.S_local.k_9.d_5.M_runsapprox	escherichia_coli.k32	0.01	local	9	5	runsapprox	0.00	0.00	0.00	100%	4388	0	0	0.007446
escherichia_coli.k32.r_0.05.S_local.k_9.d_5.M_default	escherichia_coli.k32	0.05	local	9	5	default	0.00	0.00	0.00	50%	1356	0	0	0.007225
escherichia_coli.k32.r_0.05.S_local.k_9.d_5.M_ones	escherichia_coli.k32	0.05	local	9	5	ones	0.00	0.00	0.00	100%	4220	0	0	0.012267
escherichia_coli.k32.r_0.05.S_local.k_9.d_5.M_runs	escherichia_coli.k32	0.05	local	9	5	runs	0.01	0.00	0.01	85%	5312	40	0	0.018281
escherichia_coli.k32.r_0.05.S_local.k_9.d_5.M_runsapprox	escherichia_coli.k32	0.05	local	9	5	runsapprox	0.01	0.00	0.00	100%	4952	0	0	0.014724
escherichia_coli.k32.r_0.1.S_local.k_9.d_5.M_default	escherichia_coli.k32	0.1	local	9	5	default	0.00	0.00	0.00	100%	1372	0	0	0.008581
escherichia_coli.k32.r_0.1.S_local.k_9.d_5.M_ones	escherichia_coli.k32	0.1	local	9	5	ones	0.00	0.00	0.00	100%	4456	0	0	0.013203
escherichia_coli.k32.r_0.1.S_local.k_9.d_5.M_runs	escherichia_coli.k32	0.1	local	9	5	runs	0.01	0.00	0.01	94%	6088	0	0	0.023235
escherichia_coli.k32.r_0.1.S_local.k_9.d_5.M_runsapprox	escherichia_coli.k32	0.1	local	9	5	runsapprox	0.01	0.00	0.01	86%	5656	72	0	0.01869
escherichia_coli.k32.r_0.2.S_local.k_9.d_5.M_default	escherichia_coli.k32	0.2	local	9	5	default	0.00	0.00	0.00	100%	1380	0	0	0.007206
escherichia_coli.k32.r_0.2.S_local.k_9.d_5.M_ones	escherichia_coli.k32	0.2	local	9	5	ones	0.01	0.00	0.01	86%	4712	32	0	0.017851
escherichia_coli.k32.r_0.2.S_local.k_9.d_5.M_runs	escherichia_coli.k32	0.2	local	9	5	runs	0.02	0.00	0.01	96%	7720	80	0	0.027788
escherichia_coli.k32.r_0.2.S_local.k_9.d_5.M_runsapprox	escherichia_coli.k32	0.2	local	9	5	runsapprox	0.02	0.00	0.01	91%	7080	0	0	0.027282
escherichia_coli.k32.r_0.3.S_local.k_9.d_5.M_default	escherichia_coli.k32	0.3	local	9	5	default	0.00	0.00	0.00	100%	1388	0	0	0.008874
escherichia_coli.k32.r_0.3.S_local.k_9.d_5.M_ones	escherichia_coli.k32	0.3	local	9	5	ones	0.01	0.00	0.01	100%	4712	0	0	0.018275
escherichia_coli.k32.r_0.3.S_local.k_9.d_5.M_runs	escherichia_coli.k32	0.3	local	9	5	runs	0.03	0.00	0.02	97%	8648	0	0	0.039681
escherichia_coli.k32.r_0.3.S_local.k_9.d_5.M_runsapprox	escherichia_coli.k32	0.3	local	9	5	runsapprox	0.04	0.00	0.02	63%	8008	144	0	0.046702
escherichia_coli.k32.r_0.4.S_local.k_9.d_5.M_default	escherichia_coli.k32	0.4	local	9	5	default	0.00	0.00	0.00	100%	1396	0	0	0.008713
escherichia_coli.k32.r_0.4.S_local.k_9.d_5.M_ones	escherichia_coli.k32	0.4	local	9	5	ones	0.04	0.00	0.01	55%	5224	120	0	0.044179
escherichia_coli.k32.r_0.4.S_local.k_9.d_5.M_runs	escherichia_coli.k32	0.4	local	9	5	runs	0.05	0.00	0.03	82%	11004	0	0	0.05548
escherichia_coli.k32.r_0.4.S_local.k_9.d_5.M_runsapprox	escherichia_coli.k32	0.4	local	9	5	runsapprox	0.04	0.00	0.03	88%	10412	56	0	0.046701
escherichia_coli.k32.r_0.5.S_local.k_9.d_5.M_default	escherichia_coli.k32	0.5	local	9	5	default	0.00	0.00	0.00	100%	1400	0	0	0.010096
escherichia_coli.k32.r_0.5.S_local.k_9.d_5.M_ones	escherichia_coli.k32	0.5	local	9	5	ones	0.04	0.00	0.01	47%	5224	200	0	0.046893
escherichia_coli.k32.r_0.5.S_local.k_9.d_5.M_runs	escherichia_coli.k32	0.5	local	9	5	runs	0.04	0.00	0.03	100%	12132	0	0	0.048186
escherichia_coli.k32.r_0.5.S_local.k_9.d_5.M_runsapprox	escherichia_coli.k32	0.5	local	9	5	runsapprox	0.04	0.00	0.03	100%	11424	0	0	0.04336
escherichia_coli.k32.r_0.6.S_local.k_9.d_5.M_default	escherichia_coli.k32	0.6	local	9	5	default	0.00	0.00	0.00	100%	1404	0	0	0.009659
escherichia_coli.k32.r_0.6.S_local.k_9.d_5.M_ones	escherichia_coli.k32	0.6	local	9	5	ones	0.02	0.00	0.01	85%	5224	200	0	0.023386
escherichia_coli.k32.r_0.6.S_local.k_9.d_5.M_runs	escherichia_coli.k32	0.6	local	9	5	runs	0.04	0.00	0.03	95%	12264	0	0	0.051219
escherichia_coli.k32.r_0.6.S_local.k_9.d_5.M_runsapprox	escherichia_coli.k32	0.6	local	9	5	runsapprox	0.06	0.00	0.04	77%	12264	32	0	0.064963
escherichia_coli.k32.r_0.7.S_local.k_9.d_5.M_default	escherichia_coli.k32	0.7	local	9	5	default	0.00	0.00	0.00	100%	1408	0	0	0.010785
escherichia_coli.k32.r_0.7.S_local.k_9.d_5.M_ones	escherichia_coli.k32	0.7	local	9	5	ones	0.04	0.00	0.02	60%	5224	64	0	0.043532
escherichia_coli.k32.r_0.7.S_local.k_9.d_5.M_runs	escherichia_coli.k32	0.7	local	9	5	runs	0.07	0.00	0.04	65%	13440	184	0	0.079204
escherichia_coli.k32.r_0.7.S_local.k_9.d_5.M_runsapprox	escherichia_coli.k32	0.7	local	9	5	runsapprox	0.06	0.00	0.05	85%	13440	0	0	0.072393
escherichia_coli.k32.r_0.8.S_local.k_9.d_5.M_default	escherichia_coli.k32	0.8	local	9	5	default	0.00	0.00	0.00	100%	1416	0	0	0.009594
escherichia_coli.k32.r_0.8.S_local.k_9.d_5.M_ones	escherichia_coli.k32	0.8	local	9	5	ones	0.04	0.00	0.02	55%	6248	160	0	0.048527
escherichia_coli.k32.r_0.8.S_local.k_9.d_5.M_runs	escherichia_coli.k32	0.8	local	9	5	runs	0.09	0.00	0.05	70%	17072	104	0	0.094992
escherichia_coli.k32.r_0.8.S_local.k_9.d_5.M_runsapprox	escherichia_coli.k32	0.8	local	9	5	runsapprox	0.05	0.00	0.05	98%	17072	0	0	0.062651
escherichia_coli.k32.r_0.9.S_local.k_9.d_5.M_default	escherichia_coli.k32	0.9	local	9	5	default	0.00	0.00	0.00	100%	1416	0	0	0.011675
escherichia_coli.k32.r_0.9.S_local.k_9.d_5.M_ones	escherichia_coli.k32	0.9	local	9	5	ones	0.04	0.00	0.02	70%	6248	32	0	0.043631
escherichia_coli.k32.r_0.9.S_local.k_9.d_5.M_runs	escherichia_coli.k32	0.9	local	9	5	runs	0.07	0.00	0.06	91%	18176	248	0	0.075753
escherichia_coli.k32.r_0.9.S_local.k_9.d_5.M_runsapprox	escherichia_coli.k32	0.9	local	9	5	runsapprox	0.05	0.01	0.04	98%	17700	0	0	0.056983
escherichia_coli.k32.r_1.0.S_local.k_9.d_5.M_default	escherichia_coli.k32	1.0	local	9	5	default	0.00	0.00	0.00	100%	1396	0	0	0.00996
escherichia_coli.k32.r_1.0.S_local.k_9.d_5.M_ones	escherichia_coli.k32	1.0	local	9	5	ones	0.05	0.00	0.02	58%	6248	264	0	0.053692
escherichia_coli.k32.r_1.0.S_local.k_9.d_5.M_runs	escherichia_coli.k32	1.0	local	9	5	runs	0.05	0.01	0.04	100%	18064	0	0	0.059696
escherichia_coli.k32.r_1.0.S_local.k_9.d_5.M_runsapprox	escherichia_coli.k32	1.0	local	9	5	runsapprox	0.06	0.00	0.05	98%	18064	0	0	0.063179
escherichia_coli.k32.r_0.000000001.S_global.k_11.d_na.M_default	escherichia_coli.k32	0.000000001	global	11	na	default	0.00	0.00	0.00	100%	1332	0	0	0.00713
escherichia_coli.k32.r_0.000000001.S_global.k_11.d_na.M_ones	escherichia_coli.k32	0.000000001	global	11	na	ones	0.00	0.00	0.00	100%	4056	0	0	0.005504
escherichia_coli.k32.r_0.000000001.S_global.k_11.d_na.M_runs	escherichia_coli.k32	0.000000001	global	11	na	runs	0.00	0.00	0.00	50%	4232	8	0	0.008042
escherichia_coli.k32.r_0.000000001.S_global.k_11.d_na.M_runsapprox	escherichia_coli.k32	0.000000001	global	11	na	runsapprox	0.00	0.00	0.00	100%	4232	0	0	0.00635
escherichia_coli.k32.r_0.0001.S_global.k_11.d_na.M_default	escherichia_coli.k32	0.0001	global	11	na	default	0.00	0.00	0.00	100%	1332	0	0	0.007786
escherichia_coli.k32.r_0.0001.S_global.k_11.d_na.M_ones	escherichia_coli.k32	0.0001	global	11	na	ones	0.01	0.00	0.00	11%	4060	8	0	0.020346
escherichia_coli.k32.r_0.0001.S_global.k_11.d_na.M_runs	escherichia_coli.k32	0.0001	global	11	na	runs	0.01	0.00	0.00	29%	4268	0	0	0.022451
escherichia_coli.k32.r_0.0001.S_global.k_11.d_na.M_runsapprox	escherichia_coli.k32	0.0001	global	11	na	runsapprox	0.00	0.00	0.00	100%	4268	0	0	0.008079
escherichia_coli.k32.r_0.001.S_global.k_11.d_na.M_default	escherichia_coli.k32	0.001	global	11	na	default	0.00	0.00	0.00	100%	1344	0	0	0.00781
escherichia_coli.k32.r_0.001.S_global.k_11.d_na.M_ones	escherichia_coli.k32	0.001	global	11	na	ones	0.01	0.00	0.00	37%	4092	24	0	0.01963
escherichia_coli.k32.r_0.001.S_global.k_11.d_na.M_runs	escherichia_coli.k32	0.001	global	11	na	runs	0.01	0.00	0.00	53%	4824	0	0	0.018617
escherichia_coli.k32.r_0.001.S_global.k_11.d_na.M_runsapprox	escherichia_coli.k32	0.001	global	11	na	runsapprox	0.01	0.00	0.00	40%	4500	0	0	0.01711
escherichia_coli.k32.r_0.01.S_global.k_11.d_na.M_default	escherichia_coli.k32	0.01	global	11	na	default	0.00	0.00	0.00	100%	1392	0	0	0.009397
escherichia_coli.k32.r_0.01.S_global.k_11.d_na.M_ones	escherichia_coli.k32	0.01	global	11	na	ones	0.02	0.00	0.01	62%	4456	32	0	0.029931
escherichia_coli.k32.r_0.01.S_global.k_11.d_na.M_runs	escherichia_coli.k32	0.01	global	11	na	runs	0.02	0.00	0.02	92%	6332	0	0	0.032275
escherichia_coli.k32.r_0.01.S_global.k_11.d_na.M_runsapprox	escherichia_coli.k32	0.01	global	11	na	runsapprox	0.03	0.00	0.01	80%	6024	128	0	0.032983
escherichia_coli.k32.r_0.05.S_global.k_11.d_na.M_default	escherichia_coli.k32	0.05	global	11	na	default	0.00	0.00	0.00	80%	1484	0	0	0.010774
escherichia_coli.k32.r_0.05.S_global.k_11.d_na.M_ones	escherichia_coli.k32	0.05	global	11	na	ones	0.05	0.00	0.04	80%	6248	528	0	0.058925
escherichia_coli.k32.r_0.05.S_global.k_11.d_na.M_runs	escherichia_coli.k32	0.05	global	11	na	runs	0.11	0.01	0.08	87%	17300	32	0	0.120869
